Rank_QS,Previous_Rank,Name,Region,Size,Focus,Research,Status,Academic Reputation  RANK,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Ratio_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International Faculty  SCORE,International Faculty  RANK,International_Student_Score,International student  RANK,International_Students_Diversity_Score,International_Students_Diversity_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,QS_Overall_Score,Rank_THE,Student_Population,Students_to_Staff_Ratio,International_Students,Female_to_Male_Ratio,THE_Overall_Score,Teaching,Research_Environment,Research_Quality,Industry_Impact,International_Outlook,Year,Country,QS_Rank_Normalized,THE_Rank_Normalized,Global_Ranking_Score,Research_Impact_Score,Faculty_to_Student_Ratio,International_Student_Percentage,Academic_Reputation_Score,Research_Productivity_Index
1201-1400,1201-1400,Helwan University,Africa,XL,CO,HI,Public,701,15.0,701,801,2.6,801,1.2,801,3.4,801.0,2.8,801.0,63.6,642.0,20.1,724,36.1,801.0,,1533.0,153935.0,23.9,0.01,2.36,26.73,22.7,9.0,43.1,23.0,47.6,2026.0,Egypt,1300.5,1533.0,,29.58,4.9,1.0,11.0,26.05
1201-1400,1001-1200,Islamic University of Madinah,Asia,L,FO,HI,Public,701,3.5,701,801,3.0,801,46.5,459,100.0,8.0,100.0,3.0,19.1,801.0,2.6,801,7.6,801.0,,1019.0,17328.0,24.6,0.77,0.15,35.1,29.7,10.0,53.6,17.7,88.7,2026.0,Saudi Arabia,1300.5,1019.0,,21.42,7.8,77.0,8.1,31.8
1201-1400,1201-1400,Ivan Franko National University of Lviv,Europe,L,CO,HI,Public,701,25.3,533,590,1.7,801,1.3,801,1.6,801.0,6.0,801.0,13.3,801.0,26.1,622,43.1,801.0,,2092.0,21946.0,13.2,0.01,2.77,15.7,20.5,11.1,11.5,18.8,29.7,2026.0,Ukraine,1300.5,2092.0,,9.4,32.8,1.0,9.6,11.3
1201-1400,1201-1400,Jahangirnagar University,Asia,L,CO,HI,Public,701,17.5,701,801,9.3,801,20.1,,19.4,,21.7,,35.3,801.0,4.5,801,33.2,801.0,,941.0,11895.0,16.9,0.0,2.12,36.53,19.7,10.0,77.6,20.4,49.6,2026.0,Bangladesh,1300.5,941.0,,33.05,5.7,0.0,12.2,43.8
1201-1400,1001-1200,Kagoshima University,Asia,M,FC,VH,Public,701,4.7,701,234,6.1,801,5.1,801,5.0,801.0,4.0,801.0,24.0,801.0,1.6,801,23.0,801.0,,1751.0,10130.0,10.5,0.02,0.64,23.2,26.5,13.8,23.8,56.3,26.5,2026.0,Japan,1300.5,1751.0,,16.92,69.6,2.0,7.8,18.8
1201-1400,1201-1400,Kharkiv National University of Radio Electronics,Europe,M,SP,HI,Public,701,22.5,591,615,2.2,801,1.8,801,10.7,801.0,14.9,801.0,12.9,801.0,4.7,801,33.3,801.0,,1871.0,7129.0,11.6,0.06,0.43,20.7,20.8,9.0,30.0,18.6,29.5,2026.0,Ukraine,1300.5,1871.0,,13.52,31.1,6.0,3.2,19.5
1201-1400,1201-1400,King Mongkut's University of Technology North Bangkok,Asia,L,FO,VH,Public,701,11.9,701,801,7.3,801,3.8,801,1.4,801.0,5.8,801.0,31.1,801.0,3.1,801,31.7,801.0,,1266.0,27960.0,22.6,0.01,0.67,30.97,17.8,15.3,55.9,57.3,29.6,2026.0,Thailand,1300.5,1266.0,,27.4,5.3,1.0,13.4,35.6
1201-1400,1201-1400,Kwame Nkrumah University of Science and Technology,Africa,XL,CO,HI,Public,701,9.2,701,801,3.9,801,20.1,,19.4,,21.7,,65.9,611.0,49.9,344,42.3,801.0,,1286.0,76838.0,46.8,0.01,0.64,30.58,17.7,16.6,53.3,26.7,46.5,2026.0,Ghana,1300.5,1286.0,,34.92,6.0,1.0,10.2,34.95
1201-1400,1201-1400,Kyoto Institute of Technology,Asia,S,FO,VH,Public,701,6.3,701,801,18.7,741,15.3,801,13.6,801.0,17.1,801.0,13.2,801.0,1.8,801,24.6,801.0,,1771.0,4018.0,14.5,0.06,0.41,22.79,25.5,17.7,16.2,72.2,31.8,2026.0,Japan,1300.5,1771.0,,16.45,18.6,6.0,8.0,16.95
1201-1400,,Latvia University of Life Sciences and Technologies,Europe,S,FO,VH,Public,701,10.1,701,801,7.9,801,1.8,801,16.5,790.0,19.1,776.0,24.1,801.0,17.7,768,35.8,801.0,,1919.0,3998.0,14.1,0.08,2.08,19.43,21.7,15.8,17.9,24.9,27.8,2026.0,Latvia,1300.5,1919.0,,16.42,5.7,8.0,7.5,16.85
1201-1400,1201-1400,Meiji University,Asia,XL,FO,HI,Private for Profit,701,24.6,545,801,2.5,801,14.5,801,8.9,801.0,13.3,801.0,12.6,801.0,29.4,559,29.4,801.0,,2124.0,34072.0,21.9,0.05,0.52,14.79,16.2,10.2,11.6,31.1,31.0,2026.0,Japan,1300.5,2124.0,,9.22,5.9,5.0,9.4,10.9
1201-1400,,National Chin-Yi University of Technology,Asia,M,FO,VH,Public,701,16.4,701,801,12.9,801,3.1,801,20.6,718.0,21.3,745.0,15.6,801.0,2.1,801,40.0,801.0,,1640.0,7667.0,22.4,0.12,0.45,25.08,15.0,26.6,27.3,50.3,36.5,2026.0,Taiwan,1300.5,1640.0,,20.6,8.8,12.0,13.0,26.95
1201-1400,1201-1400,National Dong Hwa University,Asia,M,CO,HI,Public,701,7.0,701,801,8.7,801,13.9,801,18.6,750.0,22.2,729.0,10.7,801.0,2.1,801,46.9,793.0,,1474.0,10094.0,18.4,0.1,2.28,27.66,20.2,25.0,29.0,45.1,52.6,2026.0,Taiwan,1300.5,1474.0,,18.35,8.6,10.0,16.3,27.0
1201-1400,1201-1400,National Taiwan Ocean University,Asia,M,FO,VH,Public,701,6.3,701,801,18.5,745,10.2,801,13.9,801.0,16.6,801.0,18.6,801.0,4.1,801,55.7,582.0,,1449.0,8418.0,16.1,0.08,0.47,28.04,19.9,27.2,29.3,70.0,35.9,2026.0,Taiwan,1300.5,1449.0,,23.4,16.0,8.0,7.7,28.25
1201-1400,1201-1400,Novosibirsk State Technical University,Europe,L,FO,VH,Public,701,11.1,701,686,2.8,801,2.0,801,56.7,366.0,55.2,372.0,11.6,801.0,7.3,801,15.2,801.0,,2012.0,14178.0,16.5,0.2,0.59,17.52,18.1,12.9,14.3,32.8,37.9,2026.0,Russian Federation,1300.5,2012.0,,10.4,27.7,20.0,5.7,13.6
1201-1400,1201-1400,Pondicherry University,Asia,M,CO,VH,Public,701,3.4,701,801,33.4,545,2.3,801,1.6,801.0,6.0,801.0,34.7,801.0,3.2,801,47.1,785.0,,1280.0,9378.0,20.3,0.0,1.95,30.63,34.1,17.4,40.6,41.0,22.7,2026.0,India,1300.5,1280.0,,31.52,7.4,0.0,5.1,29.0
1201-1400,,Riphah International University,Asia,L,CO,HI,Private not for Profit,701,8.2,701,712,6.4,801,2.2,801,1.5,801.0,5.9,801.0,51.8,801.0,3.2,801,32.3,801.0,,1038.0,26970.0,11.9,0.0,2.45,34.81,20.0,10.4,71.2,17.8,50.9,2026.0,Pakistan,1300.5,1038.0,,34.95,26.2,0.0,13.8,40.8
1201-1400,1001-1200,Samara National Research University (Samara University),Europe,M,CO,VH,Public,701,3.7,701,199,3.2,801,2.9,801,22.3,696.0,27.1,652.0,19.5,801.0,13.2,801,30.6,801.0,,1872.0,9427.0,10.4,0.1,1.95,20.68,27.1,14.1,16.2,34.2,31.6,2026.0,Russian Federation,1300.5,1872.0,,13.25,74.6,10.0,4.0,15.15
1201-1400,1201-1400,Sathyabama Institute of Science and Technology,Asia,L,CO,VH,Private not for Profit,701,10.4,701,698,9.4,801,7.5,801,6.1,801.0,10.6,801.0,29.5,801.0,1.7,801,51.0,680.0,,1330.0,17560.0,12.5,0.04,2.08,29.84,30.9,10.7,48.6,24.0,27.8,2026.0,India,1300.5,1330.0,,24.55,27.0,4.0,11.0,29.65
1201-1400,1001-1200,Shinshu University,Asia,M,FC,VH,Public,701,4.9,701,507,20.2,709,6.8,801,4.7,801.0,8.8,801.0,25.2,801.0,3.4,801,24.6,801.0,,1450.0,10657.0,10.6,0.03,0.49,28.03,26.7,18.4,32.5,66.8,31.9,2026.0,Japan,1300.5,1450.0,,24.08,39.9,3.0,4.7,25.45
1201-1400,,Shiv Nadar University,Asia,S,CO,VH,Private for Profit,701,6.1,701,476,20.8,701,17.4,759,3.2,801.0,7.3,801.0,13.5,801.0,1.8,801,30.4,801.0,,1444.0,2290.0,9.2,0.02,1.83,28.18,31.7,8.1,40.6,27.7,42.5,2026.0,India,1300.5,1444.0,,20.75,42.1,2.0,7.5,24.35
1201-1400,1001-1200,Slovak University of Agriculture in Nitra,Europe,S,SP,HI,Public,701,10.6,701,547,15.5,794,8.8,801,8.9,801.0,12.3,801.0,28.5,801.0,5.7,801,24.9,801.0,,1411.0,4478.0,12.5,0.05,2.28,28.52,27.5,19.3,34.0,22.9,49.2,2026.0,Slovakia,1300.5,1411.0,,24.32,36.7,5.0,8.9,26.65
1201-1400,1201-1400,Suranaree University of Technology,Asia,L,FC,HI,Public,701,6.5,701,801,16.7,768,7.4,801,2.4,801.0,6.7,801.0,27.3,801.0,3.2,801,44.6,801.0,,1492.0,14931.0,27.9,0.01,2.24,27.33,25.0,17.4,33.7,52.4,36.1,2026.0,Thailand,1300.5,1492.0,,23.78,5.9,1.0,10.2,25.55
1201-1400,1001-1200,Taibah University,Asia,XL,FC,HI,Public,701,4.3,701,801,7.4,801,90.6,221,3.6,801.0,8.2,801.0,38.0,801.0,2.5,801,32.5,801.0,,1168.0,45990.0,19.5,0.02,2.65,32.64,16.1,11.2,60.4,23.0,74.7,2026.0,Saudi Arabia,1300.5,1168.0,,29.25,7.6,2.0,9.2,35.8
1201-1400,1201-1400,Tamkang University,Asia,L,CO,HI,Private for Profit,701,9.9,701,801,11.0,801,8.0,801,11.6,801.0,16.4,801.0,24.6,801.0,35.6,484,45.7,801.0,,1587.0,21955.0,20.1,0.07,1.95,25.74,16.1,12.4,40.1,50.5,44.6,2026.0,Taiwan,1300.5,1587.0,,22.02,5.2,7.0,7.8,26.25
1201-1400,1201-1400,Tanta University,Africa,XL,FC,HI,Public,701,9.8,701,801,4.0,801,1.5,801,3.0,801.0,7.3,801.0,73.3,484.0,5.7,801,48.1,757.0,,1133.0,128933.0,20.0,0.01,2.28,33.17,20.0,9.5,66.3,23.5,49.1,2026.0,Egypt,1300.5,1133.0,,38.28,7.2,1.0,7.7,37.9
1201-1400,1201-1400,Technical University of Cluj-Napoca,Europe,L,SP,VH,Public,701,10.7,701,801,8.2,801,4.0,801,5.6,801.0,10.1,801.0,46.5,801.0,5.1,801,42.1,801.0,,1710.0,18486.0,20.3,0.03,0.61,23.92,17.8,13.9,36.4,41.7,27.3,2026.0,Romania,1300.5,1710.0,,26.25,10.5,3.0,5.8,25.15
1201-1400,1201-1400,Technical University of Liberec,Europe,M,CO,VH,Public,701,5.0,701,452,9.3,801,15.6,789,14.9,801.0,18.7,785.0,28.5,801.0,2.5,801,15.7,801.0,,1784.0,5565.0,11.3,0.1,2.24,22.62,22.2,16.9,20.3,37.6,47.7,2026.0,Czechia,1300.5,1784.0,,18.75,43.9,10.0,5.6,18.6
1201-1400,,Tishk International University,Asia,M,CO,HI,Private for Profit,701,4.0,701,801,11.8,801,74.2,318,1.6,801.0,5.9,801.0,33.5,801.0,5.9,801,17.3,801.0,,1011.0,4665.0,16.1,0.01,2.12,35.24,15.4,13.3,69.8,19.0,68.6,2026.0,Iraq,1300.5,1011.0,,32.1,8.0,1.0,13.4,41.55
1201-1400,1201-1400,Tokai University,Asia,L,FC,HI,Private not for Profit,701,9.0,701,801,5.4,801,7.7,801,5.3,801.0,4.2,801.0,28.8,801.0,3.4,801,34.4,801.0,,1497.0,28774.0,16.6,0.05,0.41,27.29,17.6,12.8,46.9,48.3,31.8,2026.0,Japan,1300.5,1497.0,,23.48,18.1,5.0,12.8,29.85
1201-1400,1001-1200,Tokushima University,Asia,M,SP,VH,Public,701,3.2,701,231,10.2,801,3.3,801,3.8,801.0,7.8,801.0,18.2,801.0,6.4,801,23.3,801.0,,1453.0,7395.0,9.5,0.02,0.56,28.01,28.9,20.7,27.2,86.7,24.7,2026.0,Japan,1300.5,1453.0,,19.08,70.1,2.0,5.4,23.95
1201-1400,1201-1400,Tunghai University,Asia,L,FO,VH,Private for Profit,701,9.2,701,801,13.1,801,13.5,801,17.8,765.0,21.7,735.0,28.2,801.0,21.9,696,47.5,774.0,,1532.0,14886.0,20.5,0.09,2.32,26.74,15.7,15.4,40.8,44.2,48.4,2026.0,Taiwan,1300.5,1532.0,,24.38,6.7,9.0,10.1,28.1
1201-1400,1201-1400,Universidad del Desarrollo,Americas,L,CO,HI,Private not for Profit,701,15.7,701,801,4.0,801,10.6,801,3.3,801.0,7.6,801.0,18.3,801.0,6.8,801,47.5,774.0,,1485.0,17491.0,17.7,0.04,2.4,27.45,16.4,12.1,47.2,28.0,51.0,2026.0,Chile,1300.5,1485.0,,20.4,15.7,4.0,11.8,29.65
1201-1400,1201-1400,Universidad Nacional del Litoral,Americas,XL,CO,HI,Public,674,10.1,701,801,4.1,801,6.6,801,1.5,801.0,1.4,801.0,26.8,801.0,7.1,801,41.0,801.0,,2106.0,50839.0,34.9,0.01,2.65,15.34,13.5,9.6,16.9,25.2,33.3,2026.0,Argentina,1300.5,2106.0,,14.35,3.1,1.0,18.1,13.25
1201-1400,1201-1400,Universidad Peruana de Ciencias Aplicadas (UPC),Americas,XL,FO,HI,Private not for Profit,689,26.8,511,801,1.4,801,17.1,766,2.1,801.0,1.8,801.0,10.1,801.0,4.8,801,32.0,801.0,,2171.0,81453.0,29.7,0.02,2.08,13.37,12.0,8.8,13.6,17.2,33.5,2026.0,Peru,1300.5,2171.0,,8.48,4.7,2.0,17.8,11.2
1201-1400,1201-1400,Universidade do Estado do Rio de Janeiro (UERJ),Americas,XL,FC,HI,Public,701,6.5,701,780,4.0,801,4.8,801,1.4,801.0,1.3,801.0,48.0,801.0,22.6,680,31.8,801.0,,1732.0,34661.0,11.8,0.0,2.32,23.57,32.2,12.3,24.5,23.2,29.7,2026.0,Brazil,1300.5,1732.0,,22.2,22.6,0.0,13.2,18.4
1201-1400,1201-1400,Universidade Federal da Bahia,Americas,XL,FC,HI,Public,701,5.0,701,801,5.7,801,6.9,801,2.0,801.0,1.8,801.0,48.7,801.0,20.6,715,41.4,801.0,,1654.0,50721.0,19.0,0.01,2.28,24.71,27.1,14.6,30.0,25.1,33.0,2026.0,Brazil,1300.5,1654.0,,24.75,11.8,1.0,13.5,22.3
1201-1400,1201-1400,Universitas Negeri Yogyakarta,Asia,L,CO,HI,Public,701,6.7,701,801,2.0,801,18.8,732,2.8,801.0,7.2,801.0,10.8,801.0,2.8,801,32.5,801.0,,1537.0,27783.0,17.2,0.02,2.36,26.62,19.2,12.1,46.0,24.3,35.7,2026.0,Indonesia,1300.5,1537.0,,17.73,12.2,2.0,17.4,29.05
1201-1400,1201-1400,Universitas Pendidikan Indonesia,Asia,XL,CO,HI,Public,701,5.7,701,801,2.2,801,17.6,757,2.5,801.0,7.1,801.0,20.0,801.0,2.7,801,43.1,801.0,,1806.0,37007.0,16.9,0.02,2.36,22.06,20.3,11.9,32.2,20.7,28.4,2026.0,Indonesia,1300.5,1806.0,,16.58,16.2,2.0,17.4,22.05
1201-1400,,Universiti Malaysia Kelantan,Asia,M,CO,VH,Public,701,3.6,701,801,10.6,801,17.0,768,14.2,801.0,16.4,801.0,25.5,801.0,5.1,801,47.9,763.0,,1647.0,10001.0,20.0,0.08,2.94,24.93,16.1,14.8,35.5,37.7,49.8,2026.0,Malaysia,1300.5,1647.0,,21.6,7.1,8.0,9.5,25.15
1201-1400,1201-1400,University of Babylon,Asia,L,FC,HI,Public,701,25.9,524,801,3.7,801,1.3,801,1.2,801.0,1.1,801.0,36.6,801.0,5.8,801,29.8,801.0,,1733.0,29695.0,12.9,0.01,2.32,23.54,28.4,9.0,33.4,21.9,22.1,2026.0,Iraq,1300.5,1733.0,,20.67,19.6,1.0,7.7,21.2
1201-1400,1201-1400,University of Basrah,Asia,XL,FC,HI,Public,701,26.6,514,801,2.2,801,20.1,,1.0,801.0,1.0,801.0,34.7,801.0,14.2,801,20.0,801.0,,2161.0,88218.0,22.8,0.0,2.69,13.68,15.2,8.1,14.5,17.1,24.2,2026.0,Iraq,1300.5,2161.0,,14.88,18.7,0.0,9.1,11.3
1201-1400,1001-1200,University of Derby,Europe,L,CO,HI,Public,701,7.5,701,801,10.9,801,40.8,492,49.9,409.0,54.6,375.0,42.8,801.0,2.2,801,34.0,801.0,,793.0,15820.0,14.6,0.26,2.57,39.29,19.0,14.1,74.0,34.6,80.2,2026.0,United Kingdom,1300.5,793.0,,35.45,12.0,26.0,5.4,44.05
1201-1400,,University of Kerbala,Asia,L,FC,HI,Public,701,14.8,701,560,2.0,801,2.1,801,1.9,801.0,1.7,801.0,13.9,801.0,5.6,801,21.3,801.0,,2049.0,25226.0,12.4,0.0,2.32,16.72,22.3,8.1,16.9,16.4,27.5,2026.0,Iraq,1300.5,2049.0,,10.22,35.3,0.0,12.8,12.5
1201-1400,1201-1400,University of Kufa,Asia,XL,FC,HI,Public,701,33.3,433,607,2.1,801,20.1,,1.0,801.0,1.0,801.0,26.3,801.0,5.7,801,15.6,801.0,,1739.0,35860.0,11.8,0.0,2.49,23.5,23.6,9.0,38.1,16.9,24.3,2026.0,Iraq,1300.5,1739.0,,18.88,31.7,0.0,7.4,23.55
1201-1400,1201-1400,University of Miskolc,Europe,M,FO,VH,Private not for Profit,701,10.3,701,801,4.7,801,3.0,801,6.4,801.0,5.0,801.0,24.5,801.0,16.3,801,27.8,801.0,,1835.0,9107.0,17.7,0.09,2.16,21.35,23.8,14.7,21.2,24.3,36.4,2026.0,Hungary,1300.5,1835.0,,16.27,20.4,9.0,9.0,17.95
1201-1400,,University of Mosul,Asia,XL,FC,HI,Public,701,12.9,701,764,1.7,801,1.0,801,1.3,801.0,5.7,801.0,30.2,801.0,28.8,577,26.4,801.0,,2063.0,57684.0,13.7,0.0,2.36,16.44,19.3,10.5,16.9,29.9,19.2,2026.0,Iraq,1300.5,2063.0,,14.82,23.4,0.0,7.3,13.7
1201-1400,1001-1200,University of Novi Sad,Europe,XL,FC,HI,Public,701,6.5,701,801,6.9,801,20.1,,19.4,,21.7,,82.1,312.0,30.7,538,31.2,801.0,,1679.0,49296.0,14.0,0.07,2.45,24.34,19.9,11.5,32.8,59.6,38.8,2026.0,Serbia,1300.5,1679.0,,33.32,10.5,7.0,12.5,22.15
1201-1400,1201-1400,University of Ostrava,Europe,M,FC,HI,Public,701,2.9,701,801,5.9,801,34.6,540,32.2,564.0,24.2,702.0,28.9,801.0,5.0,801,24.2,801.0,,1635.0,9219.0,16.4,0.12,2.94,25.21,20.0,16.7,32.7,20.7,51.1,2026.0,Czechia,1300.5,1635.0,,21.05,20.5,12.0,8.0,24.7
1201-1400,1201-1400,University of Pannonia,Europe,S,FO,VH,Public,701,7.3,701,584,14.9,801,5.8,801,7.2,801.0,5.6,801.0,55.5,760.0,5.0,801,23.4,801.0,,1652.0,5317.0,20.0,0.06,2.08,24.76,22.7,17.7,29.9,31.8,35.9,2026.0,Hungary,1300.5,1652.0,,29.5,33.3,6.0,6.1,23.8
1201-1400,1201-1400,University of Pardubice,Europe,M,CO,VH,Public,701,5.2,701,407,5.8,801,12.3,801,15.5,801.0,19.7,768.0,36.2,801.0,2.5,801,15.8,801.0,,1785.0,7339.0,15.3,0.09,2.32,22.61,19.7,18.6,22.8,37.8,40.7,2026.0,Czechia,1300.5,1785.0,,20.85,47.8,9.0,5.2,20.7
1201-1400,1201-1400,University of Peradeniya,Asia,L,CO,HI,Public,701,13.6,701,801,3.7,801,20.1,,1.6,801.0,6.0,801.0,39.5,801.0,17.7,765,50.6,693.0,,1420.0,20419.0,26.2,0.0,2.53,28.44,12.8,12.4,56.4,30.0,39.3,2026.0,Sri Lanka,1300.5,1420.0,,28.0,14.3,0.0,10.4,34.4
1201-1400,,University of Petra,Asia,M,CO,HI,Private for Profit,701,8.1,701,801,6.2,801,25.9,635,47.1,429.0,44.2,472.0,9.9,801.0,5.7,801,34.6,801.0,,934.0,5154.0,17.3,0.18,2.28,36.66,15.2,12.4,76.1,17.5,67.4,2026.0,Jordan,1300.5,934.0,,26.15,10.0,18.0,8.8,44.25
1201-1400,1201-1400,University of Primorska,Europe,M,CO,HI,Public,701,5.7,701,801,8.3,801,31.6,567,38.9,506.0,37.4,523.0,45.4,801.0,13.2,801,21.8,801.0,,1702.0,5744.0,13.5,0.23,3.18,24.06,20.0,17.4,25.1,23.0,62.2,2026.0,Slovenia,1300.5,1702.0,,24.05,12.3,23.0,3.6,21.25
1201-1400,1201-1400,University of Rajshahi,Asia,L,CO,HI,Public,701,13.1,701,801,6.4,801,1.3,801,1.2,801.0,5.6,801.0,23.5,801.0,4.4,801,39.3,801.0,,1033.0,19819.0,17.8,0.0,0.56,34.87,16.5,9.9,77.0,22.1,42.0,2026.0,Bangladesh,1300.5,1033.0,,29.2,6.2,0.0,13.2,43.45
1201-1400,1201-1400,University of Rijeka,Europe,L,CO,VH,Public,701,8.4,701,801,8.7,801,2.8,801,5.8,801.0,10.1,801.0,50.2,801.0,15.3,801,42.4,801.0,,1655.0,12749.0,15.6,0.05,2.49,24.7,20.1,19.4,31.3,36.4,30.6,2026.0,Croatia,1300.5,1655.0,,27.4,17.0,5.0,7.3,25.35
1201-1400,1001-1200,University of Sarajevo,Europe,L,CO,HI,Public,701,1.0,701,801,2.9,801,20.1,,5.2,801.0,4.1,801.0,41.3,801.0,89.1,113,20.5,801.0,,1897.0,21375.0,13.0,0.03,,20.14,21.2,11.5,23.4,33.0,29.5,2026.0,Bosnia and Herzegovina,1300.5,1897.0,,19.77,6.5,3.0,5.0,17.45
1201-1400,1201-1400,University of Silesia in Katowice,Europe,L,CO,VH,Public,701,6.8,701,611,5.7,801,5.1,801,7.4,801.0,12.0,801.0,59.3,703.0,10.1,801,44.4,801.0,,1649.0,17261.0,10.6,0.05,2.77,24.85,28.0,15.2,28.8,27.8,32.4,2026.0,Poland,1300.5,1649.0,,27.25,31.3,5.0,8.6,22.0
1201-1400,1201-1400,University of Split,Europe,L,FC,HI,Public,701,9.2,701,801,8.8,801,1.6,801,3.3,801.0,7.5,801.0,52.3,801.0,22.4,687,44.8,801.0,,1487.0,18811.0,15.0,0.03,2.49,27.42,22.2,15.3,42.3,28.6,34.7,2026.0,Croatia,1300.5,1487.0,,29.68,8.7,3.0,7.6,28.8
1201-1400,1201-1400,Zagazig University,Africa,XL,FC,VH,Public,701,9.1,701,801,5.1,801,1.3,801,8.1,801.0,12.0,801.0,69.8,535.0,5.2,801,53.0,646.0,,1015.0,172762.0,21.8,0.03,2.2,35.15,17.9,11.2,71.2,36.4,50.7,2026.0,Egypt,1300.5,1015.0,,39.33,4.5,3.0,11.3,41.2
1401,1201-1400,Aoyama Gakuin University,Asia,L,FO,HI,Private not for Profit,701,16.8,701,801,2.5,801,20.3,707,4.5,801.0,3.6,801.0,9.5,801.0,14.5,801,9.6,801.0,,2123.0,20622.0,18.1,0.05,2.08,14.79,16.7,9.4,10.8,29.3,36.4,2026.0,Japan,1401.0,2123.0,,8.05,7.4,5.0,7.1,10.1
1401,,Aswan University,Africa,L,FC,HI,Public,701,2.2,701,801,6.4,801,1.1,801,1.8,801.0,6.1,801.0,53.9,784.0,2.9,801,40.0,801.0,,1184.0,32185.0,31.6,0.0,2.12,32.31,16.0,11.9,64.9,22.6,50.2,2026.0,Egypt,1401.0,1184.0,,34.28,11.8,0.0,7.1,38.4
1401,,Benha University,Africa,XL,FC,HI,Public,701,4.4,701,801,4.2,801,1.0,801,2.4,801.0,6.7,801.0,59.7,699.0,2.9,801,36.1,801.0,,1235.0,111190.0,28.9,0.01,1.95,31.58,16.5,10.3,63.9,22.0,49.0,2026.0,Egypt,1401.0,1235.0,,34.53,8.2,1.0,6.2,37.1
1401,1201-1400,Chaoyang University of Technology,Asia,L,FO,VH,Private for Profit,701,6.7,701,801,8.4,801,7.4,801,13.2,801.0,15.9,801.0,22.2,801.0,2.1,801,40.6,801.0,,1347.0,13390.0,34.9,0.06,2.32,29.51,15.5,22.8,42.6,53.7,45.3,2026.0,Taiwan,1401.0,1347.0,,24.0,6.4,6.0,5.0,32.7
1401,1401,East West University,Asia,L,FO,HI,Private not for Profit,701,17.7,701,801,4.5,801,1.4,801,1.0,801.0,5.5,801.0,9.2,801.0,8.3,801,32.5,801.0,,1818.0,12156.0,26.8,0.0,2.16,21.77,11.2,9.3,41.7,17.8,33.9,2026.0,Bangladesh,1401.0,1818.0,,16.18,3.7,0.0,8.8,25.5
1401,1201-1400,Herzen State Pedagogical University of Russia,Europe,L,FO,HI,Public,701,4.2,701,785,1.5,801,1.7,801,59.8,344.0,56.4,364.0,11.4,801.0,7.2,801,25.4,801.0,,2062.0,17884.0,16.0,0.21,3.02,16.46,20.7,12.9,9.8,18.6,39.1,2026.0,Russian Federation,1401.0,2062.0,,8.9,22.2,21.0,3.8,11.35
1401,1201-1400,Kazan National Research Technological University,Europe,L,CO,HI,Public,701,7.8,701,682,2.0,801,1.9,801,30.9,581.0,32.4,585.0,10.3,801.0,5.5,801,13.7,801.0,,2041.0,13472.0,12.3,0.16,0.64,16.8,22.0,9.9,10.2,44.2,34.8,2026.0,Russian Federation,1401.0,2041.0,,8.1,27.9,16.0,5.3,10.05
1401,1201-1400,Khulna University,Asia,M,CO,HI,Public,701,7.9,701,801,8.6,801,20.1,,19.4,,21.7,,20.8,801.0,4.3,801,25.4,801.0,,1493.0,8131.0,13.9,0.0,1.91,27.32,17.3,9.9,50.7,18.7,45.2,2026.0,Bangladesh,1401.0,1493.0,,22.5,14.3,0.0,8.6,30.3
1401,1201-1400,Lublin University of Technology,Europe,M,FO,VH,Public,701,3.0,701,680,8.9,801,2.5,801,29.5,595.0,27.5,645.0,14.4,801.0,3.9,801,17.7,801.0,,1585.0,6721.0,11.4,0.13,0.37,25.75,25.8,14.8,31.6,30.8,41.8,2026.0,Poland,1401.0,1585.0,,17.42,28.1,13.0,6.9,23.2
1401,,Mahasarakham University,Asia,XL,FC,MD,Public,662,2.7,701,801,2.6,801,8.7,801,3.6,801.0,7.7,801.0,11.0,801.0,10.3,801,23.9,801.0,,1945.0,39291.0,33.6,0.03,2.57,18.89,19.9,9.3,24.5,18.9,29.5,2026.0,Thailand,1401.0,1945.0,,11.85,2.8,3.0,18.5,16.9
1401,1401,Naresuan University,Asia,L,FC,MD,Public,701,5.3,701,801,3.0,801,6.9,801,1.8,801.0,6.2,801.0,12.5,801.0,3.1,801,39.6,801.0,,1858.0,26692.0,17.8,0.01,2.86,21.04,23.6,13.0,20.6,47.0,30.0,2026.0,Thailand,1401.0,1858.0,,12.28,9.3,1.0,10.9,16.8
1401,1201-1400,National Taipei University,Asia,M,FO,HI,Public,701,8.0,701,801,4.4,801,5.9,801,10.1,801.0,14.6,801.0,3.9,801.0,26.6,614,26.6,801.0,,1882.0,8630.0,15.6,0.06,2.28,20.47,19.4,15.4,19.5,51.6,31.5,2026.0,Taiwan,1401.0,1882.0,,10.8,11.6,6.0,12.4,17.45
1401,,Nile University,Africa,S,SP,HI,Private not for Profit,701,4.6,701,646,7.4,801,5.5,801,2.7,801.0,6.9,801.0,9.8,801.0,3.3,801,19.8,801.0,,1788.0,3826.0,18.5,0.01,0.59,22.51,15.2,12.9,34.6,38.8,31.4,2026.0,Egypt,1401.0,1788.0,,16.18,29.2,1.0,8.6,23.75
