Rank_QS,Previous_Rank,Name,Country/Territory,Region,Size,Focus,Research,Status,Academic_Reputation_Score,Academic Reputation  RANK,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Ratio_Score,Faculty_Student_Ratio_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International Faculty  SCORE,International Faculty  RANK,International_Student_Score,International student  RANK,International_Students_Diversity_Score,International_Students_Diversity_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,QS_Overall_Score,Rank_THE,Country,Student_Population,Students_to_Staff_Ratio,International_Students,Female_to_Male_Ratio,THE_Overall_Score,Teaching,Research_Environment,Research_Quality,Industry_Impact,International_Outlook,Year,Country,QS_Rank_Normalized,THE_Rank_Normalized
1201-1400,1001-1200,Canterbury Christ Church University,United Kingdom,Europe,XL,CO,MD,Public,6.8,701,4.7,701,5.3,801,6.8,801,41.5,487,60.4,340.0,64.2,309.0,21.9,801.0,2.2,801,21.7,801,-,1353.0,United Kingdom,23395.0,38.4,0.55,"2 days, 9:43:00",29.4325,18.0,13.5,46.3,19.0,74.1,2026.0,United Kingdom,1300.5,1353.0
1201-1400,1201-1400,Chitkara University,India,Asia,L,CO,VH,Private not for Profit,10.0,701,10.9,701,18.2,801,5.4,801,13.1,801,5.4,801.0,9.1,801.0,44.0,801.0,1.7,801,47.4,776=,-,717.0,India,18269.0,13.8,0.03,"1 day, 20:56:00",40.8105,21.1,14.7,91.0,22.7,28.2,2026.0,India,1300.5,717.0
1201-1400,1201-1400,Doshisha University,Japan,Asia,L,CO,HI,Private not for Profit,11.1,701,16.2,701,7.0,801,2.5,801,22.1,685,6.3,801.0,11.6,801.0,18.7,801.0,26.3,620,22.1,801,-,2069.0,Japan,26715.0,18.1,0.04,"1 day, 18:58:00",16.256,18.1,11.1,12.4,35.5,34.1,2026.0,Japan,1300.5,2069.0
1201-1400,1201-1400,Feng Chia University,Taiwan,Asia,L,FO,VH,Private for Profit,12.3,701,11.8,701,6.4,801,11.7,801,5.6,801,6.8,801.0,11.0,801.0,10.1,801.0,21.0,707,53.9,624=,-,1760.0,Taiwan,20114.0,23.0,0.06,"1 day, 17:59:00",23.0215,16.9,18.2,24.2,70.7,35.6,2026.0,Taiwan,1300.5,1760.0
1201-1400,1201-1400,Fu Jen Catholic University,Taiwan,Asia,L,FC,HI,Private not for Profit,10.6,701,10.8,701,4.5,801,14.9,801,13.2,801,8.1,801.0,12.5,801.0,9.3,801.0,35.8,479,44.5,801,-,1394.0,Taiwan,19288.0,25.9,0.05,"2 days, 11:41:00",28.6824999999999,23.1,27.6,28.5,76.6,30.0,2026.0,Taiwan,1300.5,1394.0
1201-1400,,Galgotias University,India,Asia,L,CO,HI,Private not for Profit,16.6,701,4.6,701,36.2,553,3.2,801,21.1,696,15.0,801.0,18.1,793.0,16.9,801.0,3.3,801,48.7,,-,1234.0,India,18462.0,14.8,0.03,36 : 64,31.607,21.3,10.9,64.2,19.5,28.3,2026.0,India,1300.5,1234.0
1201-1400,1001-1200,Gunma University,Japan,Asia,M,FO,VH,Public,3.8,701,2.8,701,89.8,104,9.0,801,5.5,801,5.2,801.0,8.6,801.0,10.5,801.0,1.8,801,15.4,801,-,1699.0,Japan,6155.0,7.4,0.05,39 : 61,24.0835,27.9,13.4,24.2,66.3,27.4,2026.0,Japan,1300.5,1699.0
1201-1400,1201-1400,Helwan University,Egypt,Africa,XL,CO,HI,Public,11.0,701,15.0,701,4.9,801,2.6,801,1.2,801,3.4,801.0,2.8,801.0,63.6,642.0,20.1,724,36.1,801,-,1533.0,Egypt,153935.0,23.9,0.01,"2 days, 8:44:00",26.7265,22.7,9.0,43.1,23.0,47.6,2026.0,Egypt,1300.5,1533.0
1201-1400,1001-1200,Islamic University of Madinah,Saudi Arabia,Asia,L,FO,HI,Public,8.1,701,3.5,701,7.8,801,3.0,801,46.5,459,100.0,8.0,100.0,3.0,19.1,801.0,2.6,801,7.6,801,-,1019.0,Saudi Arabia,17328.0,24.6,0.77,0.15138888888888888,35.102,29.7,10.0,53.6,17.7,88.7,2026.0,Saudi Arabia,1300.5,1019.0
1201-1400,1201-1400,Ivan Franko National University of Lviv,Ukraine,Europe,L,CO,HI,Public,9.6,701,25.3,533,32.8,590,1.7,801,1.3,801,1.6,801.0,6.0,801.0,13.3,801.0,26.1,622,43.1,801,-,2092.0,Ukraine,21946.0,13.2,0.01,"2 days, 18:34:00",15.696,20.5,11.1,11.5,18.8,29.7,2026.0,Ukraine,1300.5,2092.0
1201-1400,1201-1400,Jahangirnagar University,Bangladesh,Asia,L,CO,HI,Public,12.2,701,17.5,701,5.7,801,9.3,801,20.1,,19.4,,21.7,,35.3,801.0,4.5,801,33.2,801,-,941.0,Bangladesh,11895.0,16.9,0.0,"2 days, 2:50:00",36.5274999999999,19.7,10.0,77.6,20.4,49.6,2026.0,Bangladesh,1300.5,941.0
1201-1400,1001-1200,Kagoshima University,Japan,Asia,M,FC,VH,Public,7.8,701,4.7,701,69.6,234,6.1,801,5.1,801,5.0,801.0,4.0,801.0,24.0,801.0,1.6,801,23.0,801,-,1751.0,Japan,10130.0,10.5,0.02,39 : 61,23.1989999999999,26.5,13.8,23.8,56.3,26.5,2026.0,Japan,1300.5,1751.0
1201-1400,1201-1400,Kharkiv National University of Radio Electronics,Ukraine,Europe,M,SP,HI,Public,3.2,701,22.5,591,31.1,615,2.2,801,1.8,801,10.7,801.0,14.9,801.0,12.9,801.0,4.7,801,33.3,801,-,1871.0,Ukraine,7129.0,11.6,0.06,30 : 70,20.7025,20.8,9.0,30.0,18.6,29.5,2026.0,Ukraine,1300.5,1871.0
1201-1400,1201-1400,King Mongkut's University of Technology North Bangkok,Thailand,Asia,L,FO,VH,Public,13.4,701,11.9,701,5.3,801,7.3,801,3.8,801,1.4,801.0,5.8,801.0,31.1,801.0,3.1,801,31.7,801,-,1266.0,Thailand,27960.0,22.6,0.01,40 : 60,30.97,17.8,15.3,55.9,57.3,29.6,2026.0,Thailand,1300.5,1266.0
1201-1400,1201-1400,Kwame Nkrumah University of Science and Technology,Ghana,Africa,XL,CO,HI,Public,10.2,701,9.2,701,6.0,801,3.9,801,20.1,,19.4,,21.7,,65.9,611.0,49.9,344,42.3,801,-,1286.0,Ghana,76838.0,46.8,0.01,39 : 61,30.581,17.7,16.6,53.3,26.7,46.5,2026.0,Ghana,1300.5,1286.0
1201-1400,1201-1400,Kyoto Institute of Technology,Japan,Asia,S,FO,VH,Public,8.0,701,6.3,701,18.6,801,18.7,741,15.3,801,13.6,801.0,17.1,801.0,13.2,801.0,1.8,801,24.6,801,-,1771.0,Japan,4018.0,14.5,0.06,29 : 71,22.7885,25.5,17.7,16.2,72.2,31.8,2026.0,Japan,1300.5,1771.0
1201-1400,,Latvia University of Life Sciences and Technologies,Latvia,Europe,S,FO,VH,Public,7.5,701,10.1,701,5.7,801,7.9,801,1.8,801,16.5,790.0,19.1,776.0,24.1,801.0,17.7,768,35.8,801,-,1919.0,Latvia,3998.0,14.1,0.08,"2 days, 1:51:00",19.4344999999999,21.7,15.8,17.9,24.9,27.8,2026.0,Latvia,1300.5,1919.0
1201-1400,1201-1400,Meiji University,Japan,Asia,XL,FO,HI,Private for Profit,9.4,701,24.6,545,5.9,801,2.5,801,14.5,801,8.9,801.0,13.3,801.0,12.6,801.0,29.4,559,29.4,801,-,2124.0,Japan,34072.0,21.9,0.05,34 : 66,14.786,16.2,10.2,11.6,31.1,31.0,2026.0,Japan,1300.5,2124.0
1201-1400,,National Chin-Yi University of Technology,Taiwan,Asia,M,FO,VH,Public,13.0,701,16.4,701,8.8,801,12.9,801,3.1,801,20.6,718.0,21.3,745.0,15.6,801.0,2.1,801,40.0,801,-,1640.0,Taiwan,7667.0,22.4,0.12,31 : 69,25.0785,15.0,26.6,27.3,50.3,36.5,2026.0,Taiwan,1300.5,1640.0
1201-1400,1201-1400,National Dong Hwa University,Taiwan,Asia,M,CO,HI,Public,16.3,701,7.0,701,8.6,801,8.7,801,13.9,801,18.6,750.0,22.2,729.0,10.7,801.0,2.1,801,46.9,793=,-,1474.0,Taiwan,10094.0,18.4,0.1,"2 days, 6:46:00",27.6579999999999,20.2,25.0,29.0,45.1,52.6,2026.0,Taiwan,1300.5,1474.0
1201-1400,1201-1400,National Taiwan Ocean University,Taiwan,Asia,M,FO,VH,Public,7.7,701,6.3,701,16.0,801,18.5,745,10.2,801,13.9,801.0,16.6,801.0,18.6,801.0,4.1,801,55.7,582=,-,1449.0,Taiwan,8418.0,16.1,0.08,32 : 68,28.0409999999999,19.9,27.2,29.3,70.0,35.9,2026.0,Taiwan,1300.5,1449.0
1201-1400,1201-1400,Novosibirsk State Technical University,Russian Federation,Europe,L,FO,VH,Public,5.7,701,11.1,701,27.7,686,2.8,801,2.0,801,56.7,366.0,55.2,372.0,11.6,801.0,7.3,801,15.2,801,-,2012.0,Russian Federation,14178.0,16.5,0.2,37 : 63,17.525,18.1,12.9,14.3,32.8,37.9,2026.0,Russian Federation,1300.5,2012.0
1201-1400,1201-1400,Pondicherry University,India,Asia,M,CO,VH,Public,5.1,701,3.4,701,7.4,801,33.4,545,2.3,801,1.6,801.0,6.0,801.0,34.7,801.0,3.2,801,47.1,785=,-,1280.0,India,9378.0,20.3,0.0,"1 day, 22:54:00",30.628,34.1,17.4,40.6,41.0,22.7,2026.0,India,1300.5,1280.0
1201-1400,,Riphah International University,Pakistan,Asia,L,CO,HI,Private not for Profit,13.8,701,8.2,701,26.2,712,6.4,801,2.2,801,1.5,801.0,5.9,801.0,51.8,801.0,3.2,801,32.3,801,-,1038.0,Pakistan,26970.0,11.9,0.0,"2 days, 10:42:00",34.8055,20.0,10.4,71.2,17.8,50.9,2026.0,Pakistan,1300.5,1038.0
1201-1400,1001-1200,Samara National Research University (Samara University),Russian Federation,Europe,M,CO,VH,Public,4.0,701,3.7,701,74.6,199,3.2,801,2.9,801,22.3,696.0,27.1,652.0,19.5,801.0,13.2,801,30.6,801,-,1872.0,Russian Federation,9427.0,10.4,0.1,"1 day, 22:54:00",20.6815,27.1,14.1,16.2,34.2,31.6,2026.0,Russian Federation,1300.5,1872.0
1201-1400,1201-1400,Sathyabama Institute of Science and Technology,India,Asia,L,CO,VH,Private not for Profit,11.0,701,10.4,701,27.0,698,9.4,801,7.5,801,6.1,801.0,10.6,801.0,29.5,801.0,1.7,801,51.0,680=,-,1330.0,India,17560.0,12.5,0.04,"2 days, 1:51:00",29.8435,30.9,10.7,48.6,24.0,27.8,2026.0,India,1300.5,1330.0
1201-1400,1001-1200,Shinshu University,Japan,Asia,M,FC,VH,Public,4.7,701,4.9,701,39.9,507,20.2,709,6.8,801,4.7,801.0,8.8,801.0,25.2,801.0,3.4,801,24.6,801,-,1450.0,Japan,10657.0,10.6,0.03,33 : 67,28.0269999999999,26.7,18.4,32.5,66.8,31.9,2026.0,Japan,1300.5,1450.0
1201-1400,,Shiv Nadar University,India,Asia,S,CO,VH,Private for Profit,7.5,701,6.1,701,42.1,476,20.8,701,17.4,759,3.2,801.0,7.3,801.0,13.5,801.0,1.8,801,30.4,801,-,1444.0,India,2290.0,9.2,0.02,"1 day, 19:57:00",28.176,31.7,8.1,40.6,27.7,42.5,2026.0,India,1300.5,1444.0
1201-1400,1001-1200,Slovak University of Agriculture in Nitra,Slovakia,Europe,S,SP,HI,Public,8.9,701,10.6,701,36.7,547,15.5,794,8.8,801,8.9,801.0,12.3,801.0,28.5,801.0,5.7,801,24.9,801,-,1411.0,Slovakia,4478.0,12.5,0.05,"2 days, 6:46:00",28.5155,27.5,19.3,34.0,22.9,49.2,2026.0,Slovakia,1300.5,1411.0
1201-1400,1201-1400,Suranaree University of Technology,Thailand,Asia,L,FC,HI,Public,10.2,701,6.5,701,5.9,801,16.7,768,7.4,801,2.4,801.0,6.7,801.0,27.3,801.0,3.2,801,44.6,801,-,1492.0,Thailand,14931.0,27.9,0.01,"2 days, 5:47:00",27.3345,25.0,17.4,33.7,52.4,36.1,2026.0,Thailand,1300.5,1492.0
1201-1400,1001-1200,Taibah University,Saudi Arabia,Asia,XL,FC,HI,Public,9.2,701,4.3,701,7.6,801,7.4,801,90.6,221,3.6,801.0,8.2,801.0,38.0,801.0,2.5,801,32.5,801,-,1168.0,Saudi Arabia,45990.0,19.5,0.02,"2 days, 15:37:00",32.64,16.1,11.2,60.4,23.0,74.7,2026.0,Saudi Arabia,1300.5,1168.0
1201-1400,1201-1400,Tamkang University,Taiwan,Asia,L,CO,HI,Private for Profit,7.8,701,9.9,701,5.2,801,11.0,801,8.0,801,11.6,801.0,16.4,801.0,24.6,801.0,35.6,484,45.7,801,-,1587.0,Taiwan,21955.0,20.1,0.07,"1 day, 22:54:00",25.7404999999999,16.1,12.4,40.1,50.5,44.6,2026.0,Taiwan,1300.5,1587.0
1201-1400,1201-1400,Tanta University,Egypt,Africa,XL,FC,HI,Public,7.7,701,9.8,701,7.2,801,4.0,801,1.5,801,3.0,801.0,7.3,801.0,73.3,484.0,5.7,801,48.1,757=,-,1133.0,Egypt,128933.0,20.0,0.01,"2 days, 6:46:00",33.1674999999999,20.0,9.5,66.3,23.5,49.1,2026.0,Egypt,1300.5,1133.0
1201-1400,1201-1400,Technical University of Cluj-Napoca,Romania,Europe,L,SP,VH,Public,5.8,701,10.7,701,10.5,801,8.2,801,4.0,801,5.6,801.0,10.1,801.0,46.5,801.0,5.1,801,42.1,801,-,1710.0,Romania,18486.0,20.3,0.03,38 : 62,23.9174999999999,17.8,13.9,36.4,41.7,27.3,2026.0,Romania,1300.5,1710.0
1201-1400,1201-1400,Technical University of Liberec,Czechia,Europe,M,CO,VH,Public,5.6,701,5.0,701,43.9,452,9.3,801,15.6,789,14.9,801.0,18.7,785.0,28.5,801.0,2.5,801,15.7,801,-,1784.0,Czechia,5565.0,11.3,0.1,"2 days, 5:47:00",22.6215,22.2,16.9,20.3,37.6,47.7,2026.0,Czechia,1300.5,1784.0
1201-1400,,Tishk International University,Iraq,Asia,M,CO,HI,Private for Profit,13.4,701,4.0,701,8.0,801,11.8,801,74.2,318,1.6,801.0,5.9,801.0,33.5,801.0,5.9,801,17.3,801,-,1011.0,Iraq,4665.0,16.1,0.01,"2 days, 2:50:00",35.245,15.4,13.3,69.8,19.0,68.6,2026.0,Iraq,1300.5,1011.0
1201-1400,1201-1400,Tokai University,Japan,Asia,L,FC,HI,Private not for Profit,12.8,701,9.0,701,18.1,801,5.4,801,7.7,801,5.3,801.0,4.2,801.0,28.8,801.0,3.4,801,34.4,801,-,1497.0,Japan,28774.0,16.6,0.05,29 : 71,27.2909999999999,17.6,12.8,46.9,48.3,31.8,2026.0,Japan,1300.5,1497.0
1201-1400,1001-1200,Tokushima University,Japan,Asia,M,SP,VH,Public,5.4,701,3.2,701,70.1,231,10.2,801,3.3,801,3.8,801.0,7.8,801.0,18.2,801.0,6.4,801,23.3,801,-,1453.0,Japan,7395.0,9.5,0.02,36 : 64,28.0089999999999,28.9,20.7,27.2,86.7,24.7,2026.0,Japan,1300.5,1453.0
1201-1400,1201-1400,Tunghai University,Taiwan,Asia,L,FO,VH,Private for Profit,10.1,701,9.2,701,6.7,801,13.1,801,13.5,801,17.8,765.0,21.7,735.0,28.2,801.0,21.9,696,47.5,774=,-,1532.0,Taiwan,14886.0,20.5,0.09,"2 days, 7:45:00",26.7355,15.7,15.4,40.8,44.2,48.4,2026.0,Taiwan,1300.5,1532.0
1201-1400,1201-1400,Universidad del Desarrollo,Chile,Americas,L,CO,HI,Private not for Profit,11.8,701,15.7,701,15.7,801,4.0,801,10.6,801,3.3,801.0,7.6,801.0,18.3,801.0,6.8,801,47.5,774=,-,1485.0,Chile,17491.0,17.7,0.04,"2 days, 9:43:00",27.4519999999999,16.4,12.1,47.2,28.0,51.0,2026.0,Chile,1300.5,1485.0
1201-1400,1201-1400,Universidad Nacional del Litoral,Argentina,Americas,XL,CO,HI,Public,18.1,674,10.1,701,3.1,801,4.1,801,6.6,801,1.5,801.0,1.4,801.0,26.8,801.0,7.1,801,41.0,801,-,2106.0,Argentina,50839.0,34.9,0.01,"2 days, 15:37:00",15.3419999999999,13.5,9.6,16.9,25.2,33.3,2026.0,Argentina,1300.5,2106.0
1201-1400,1201-1400,Universidad Peruana de Ciencias Aplicadas (UPC),Peru,Americas,XL,FO,HI,Private not for Profit,17.8,689,26.8,511,4.7,801,1.4,801,17.1,766,2.1,801.0,1.8,801.0,10.1,801.0,4.8,801,32.0,801,-,2171.0,Peru,81453.0,29.7,0.02,"2 days, 1:51:00",13.3725,12.0,8.8,13.6,17.2,33.5,2026.0,Peru,1300.5,2171.0
1201-1400,1201-1400,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,Americas,XL,FC,HI,Public,13.2,701,6.5,701,22.6,780,4.0,801,4.8,801,1.4,801.0,1.3,801.0,48.0,801.0,22.6,680,31.8,801,-,1732.0,Brazil,34661.0,11.8,0.0,"2 days, 7:45:00",23.5715,32.2,12.3,24.5,23.2,29.7,2026.0,Brazil,1300.5,1732.0
1201-1400,1201-1400,Universidade Federal da Bahia,Brazil,Americas,XL,FC,HI,Public,13.5,701,5.0,701,11.8,801,5.7,801,6.9,801,2.0,801.0,1.8,801.0,48.7,801.0,20.6,715,41.4,801,-,1654.0,Brazil,50721.0,19.0,0.01,"2 days, 6:46:00",24.7075,27.1,14.6,30.0,25.1,33.0,2026.0,Brazil,1300.5,1654.0
1201-1400,1201-1400,Universitas Negeri Yogyakarta,Indonesia,Asia,L,CO,HI,Public,17.4,701,6.7,701,12.2,801,2.0,801,18.8,732,2.8,801.0,7.2,801.0,10.8,801.0,2.8,801,32.5,801,-,1537.0,Indonesia,27783.0,17.2,0.02,"2 days, 8:44:00",26.6225,19.2,12.1,46.0,24.3,35.7,2026.0,Indonesia,1300.5,1537.0
1201-1400,1201-1400,Universitas Pendidikan Indonesia,Indonesia,Asia,XL,CO,HI,Public,17.4,701,5.7,701,16.2,801,2.2,801,17.6,757,2.5,801.0,7.1,801.0,20.0,801.0,2.7,801,43.1,801,-,1806.0,Indonesia,37007.0,16.9,0.02,"2 days, 8:44:00",22.0574999999999,20.3,11.9,32.2,20.7,28.4,2026.0,Indonesia,1300.5,1806.0
1201-1400,,Universiti Malaysia Kelantan,Malaysia,Asia,M,CO,VH,Public,9.5,701,3.6,701,7.1,801,10.6,801,17.0,768,14.2,801.0,16.4,801.0,25.5,801.0,5.1,801,47.9,763=,-,1647.0,Malaysia,10001.0,20.0,0.08,"2 days, 22:30:00",24.9344999999999,16.1,14.8,35.5,37.7,49.8,2026.0,Malaysia,1300.5,1647.0
1201-1400,1201-1400,University of Babylon,Iraq,Asia,L,FC,HI,Public,7.7,701,25.9,524,19.6,801,3.7,801,1.3,801,1.2,801.0,1.1,801.0,36.6,801.0,5.8,801,29.8,801,-,1733.0,Iraq,29695.0,12.9,0.01,"2 days, 7:45:00",23.5414999999999,28.4,9.0,33.4,21.9,22.1,2026.0,Iraq,1300.5,1733.0
1201-1400,1201-1400,University of Basrah,Iraq,Asia,XL,FC,HI,Public,9.1,701,26.6,514,18.7,801,2.2,801,20.1,,1.0,801.0,1.0,801.0,34.7,801.0,14.2,801,20.0,801,-,2161.0,Iraq,88218.0,22.8,0.0,"2 days, 16:36:00",13.6819999999999,15.2,8.1,14.5,17.1,24.2,2026.0,Iraq,1300.5,2161.0
1201-1400,1001-1200,University of Derby,United Kingdom,Europe,L,CO,HI,Public,5.4,701,7.5,701,12.0,801,10.9,801,40.8,492,49.9,409.0,54.6,375.0,42.8,801.0,2.2,801,34.0,801,-,793.0,United Kingdom,15820.0,14.6,0.26,"2 days, 13:39:00",39.293,19.0,14.1,74.0,34.6,80.2,2026.0,United Kingdom,1300.5,793.0
1201-1400,,University of Kerbala,Iraq,Asia,L,FC,HI,Public,12.8,701,14.8,701,35.3,560,2.0,801,2.1,801,1.9,801.0,1.7,801.0,13.9,801.0,5.6,801,21.3,801,-,2049.0,Iraq,25226.0,12.4,0.0,"2 days, 7:45:00",16.7159999999999,22.3,8.1,16.9,16.4,27.5,2026.0,Iraq,1300.5,2049.0
1201-1400,1201-1400,University of Kufa,Iraq,Asia,XL,FC,HI,Public,7.4,701,33.3,433,31.7,607,2.1,801,20.1,,1.0,801.0,1.0,801.0,26.3,801.0,5.7,801,15.6,801,-,1739.0,Iraq,35860.0,11.8,0.0,"2 days, 11:41:00",23.5005,23.6,9.0,38.1,16.9,24.3,2026.0,Iraq,1300.5,1739.0
1201-1400,1201-1400,University of Miskolc,Hungary,Europe,M,FO,VH,Private not for Profit,9.0,701,10.3,701,20.4,801,4.7,801,3.0,801,6.4,801.0,5.0,801.0,24.5,801.0,16.3,801,27.8,801,-,1835.0,Hungary,9107.0,17.7,0.09,"2 days, 3:49:00",21.346,23.8,14.7,21.2,24.3,36.4,2026.0,Hungary,1300.5,1835.0
1201-1400,,University of Mosul,Iraq,Asia,XL,FC,HI,Public,7.3,701,12.9,701,23.4,764,1.7,801,1.0,801,1.3,801.0,5.7,801.0,30.2,801.0,28.8,577,26.4,801,-,2063.0,Iraq,57684.0,13.7,0.0,"2 days, 8:44:00",16.4444999999999,19.3,10.5,16.9,29.9,19.2,2026.0,Iraq,1300.5,2063.0
1201-1400,1001-1200,University of Novi Sad,Serbia,Europe,XL,FC,HI,Public,12.5,701,6.5,701,10.5,801,6.9,801,20.1,,19.4,,21.7,,82.1,312.0,30.7,538,31.2,801,-,1679.0,Serbia,49296.0,14.0,0.07,"2 days, 10:42:00",24.3394999999999,19.9,11.5,32.8,59.6,38.8,2026.0,Serbia,1300.5,1679.0
1201-1400,1201-1400,University of Ostrava,Czechia,Europe,M,FC,HI,Public,8.0,701,2.9,701,20.5,801,5.9,801,34.6,540,32.2,564.0,24.2,702.0,28.9,801.0,5.0,801,24.2,801,-,1635.0,Czechia,9219.0,16.4,0.12,"2 days, 22:30:00",25.2134999999999,20.0,16.7,32.7,20.7,51.1,2026.0,Czechia,1300.5,1635.0
1201-1400,1201-1400,University of Pannonia,Hungary,Europe,S,FO,VH,Public,6.1,701,7.3,701,33.3,584,14.9,801,5.8,801,7.2,801.0,5.6,801.0,55.5,760.0,5.0,801,23.4,801,-,1652.0,Hungary,5317.0,20.0,0.06,"2 days, 1:51:00",24.7639999999999,22.7,17.7,29.9,31.8,35.9,2026.0,Hungary,1300.5,1652.0
1201-1400,1201-1400,University of Pardubice,Czechia,Europe,M,CO,VH,Public,5.2,701,5.2,701,47.8,407,5.8,801,12.3,801,15.5,801.0,19.7,768.0,36.2,801.0,2.5,801,15.8,801,-,1785.0,Czechia,7339.0,15.3,0.09,"2 days, 7:45:00",22.61,19.7,18.6,22.8,37.8,40.7,2026.0,Czechia,1300.5,1785.0
1201-1400,1201-1400,University of Peradeniya,Sri Lanka,Asia,L,CO,HI,Public,10.4,701,13.6,701,14.3,801,3.7,801,20.1,,1.6,801.0,6.0,801.0,39.5,801.0,17.7,765,50.6,693=,-,1420.0,Sri Lanka,20419.0,26.2,0.0,"2 days, 12:40:00",28.4395,12.8,12.4,56.4,30.0,39.3,2026.0,Sri Lanka,1300.5,1420.0
1201-1400,,University of Petra,Jordan,Asia,M,CO,HI,Private for Profit,8.8,701,8.1,701,10.0,801,6.2,801,25.9,635,47.1,429.0,44.2,472.0,9.9,801.0,5.7,801,34.6,801,-,934.0,Jordan,5154.0,17.3,0.18,"2 days, 6:46:00",36.665,15.2,12.4,76.1,17.5,67.4,2026.0,Jordan,1300.5,934.0
1201-1400,1201-1400,University of Primorska,Slovenia,Europe,M,CO,HI,Public,3.6,701,5.7,701,12.3,801,8.3,801,31.6,567,38.9,506.0,37.4,523.0,45.4,801.0,13.2,801,21.8,801,-,1702.0,Slovenia,5744.0,13.5,0.23,"3 days, 4:24:00",24.061,20.0,17.4,25.1,23.0,62.2,2026.0,Slovenia,1300.5,1702.0
1201-1400,1201-1400,University of Rajshahi,Bangladesh,Asia,L,CO,HI,Public,13.2,701,13.1,701,6.2,801,6.4,801,1.3,801,1.2,801.0,5.6,801.0,23.5,801.0,4.4,801,39.3,801,-,1033.0,Bangladesh,19819.0,17.8,0.0,36 : 64,34.8724999999999,16.5,9.9,77.0,22.1,42.0,2026.0,Bangladesh,1300.5,1033.0
1201-1400,1201-1400,University of Rijeka,Croatia,Europe,L,CO,VH,Public,7.3,701,8.4,701,17.0,801,8.7,801,2.8,801,5.8,801.0,10.1,801.0,50.2,801.0,15.3,801,42.4,801,-,1655.0,Croatia,12749.0,15.6,0.05,"2 days, 11:41:00",24.6964999999999,20.1,19.4,31.3,36.4,30.6,2026.0,Croatia,1300.5,1655.0
1201-1400,1001-1200,University of Sarajevo,Bosnia and Herzegovina,Europe,L,CO,HI,Public,5.0,701,1.0,701,6.5,801,2.9,801,20.1,,5.2,801.0,4.1,801.0,41.3,801.0,89.1,113,20.5,801,-,1897.0,Bosnia and Herzegovina,21375.0,13.0,0.03,,20.1414999999999,21.2,11.5,23.4,33.0,29.5,2026.0,Bosnia and Herzegovina,1300.5,1897.0
1201-1400,1201-1400,University of Silesia in Katowice,Poland,Europe,L,CO,VH,Public,8.6,701,6.8,701,31.3,611,5.7,801,5.1,801,7.4,801.0,12.0,801.0,59.3,703.0,10.1,801,44.4,801,-,1649.0,Poland,17261.0,10.6,0.05,"2 days, 18:34:00",24.85,28.0,15.2,28.8,27.8,32.4,2026.0,Poland,1300.5,1649.0
1201-1400,1201-1400,University of Split,Croatia,Europe,L,FC,HI,Public,7.6,701,9.2,701,8.7,801,8.8,801,1.6,801,3.3,801.0,7.5,801.0,52.3,801.0,22.4,687,44.8,801,-,1487.0,Croatia,18811.0,15.0,0.03,"2 days, 11:41:00",27.4225,22.2,15.3,42.3,28.6,34.7,2026.0,Croatia,1300.5,1487.0
1201-1400,1201-1400,Zagazig University,Egypt,Africa,XL,FC,VH,Public,11.3,701,9.1,701,4.5,801,5.1,801,1.3,801,8.1,801.0,12.0,801.0,69.8,535.0,5.2,801,53.0,646=,-,1015.0,Egypt,172762.0,21.8,0.03,"2 days, 4:48:00",35.147,17.9,11.2,71.2,36.4,50.7,2026.0,Egypt,1300.5,1015.0
1401,1201-1400,Aoyama Gakuin University,Japan,Asia,L,FO,HI,Private not for Profit,7.1,701,16.8,701,7.4,801,2.5,801,20.3,707,4.5,801.0,3.6,801.0,9.5,801.0,14.5,801,9.6,801,-,2123.0,Japan,20622.0,18.1,0.05,"2 days, 1:51:00",14.7945,16.7,9.4,10.8,29.3,36.4,2026.0,Japan,1401.0,2123.0
1401,,Aswan University,Egypt,Africa,L,FC,HI,Public,7.1,701,2.2,701,11.8,801,6.4,801,1.1,801,1.8,801.0,6.1,801.0,53.9,784.0,2.9,801,40.0,801,-,1184.0,Egypt,32185.0,31.6,0.0,"2 days, 2:50:00",32.31,16.0,11.9,64.9,22.6,50.2,2026.0,Egypt,1401.0,1184.0
1401,,Benha University,Egypt,Africa,XL,FC,HI,Public,6.2,701,4.4,701,8.2,801,4.2,801,1.0,801,2.4,801.0,6.7,801.0,59.7,699.0,2.9,801,36.1,801,-,1235.0,Egypt,111190.0,28.9,0.01,"1 day, 22:54:00",31.5794999999999,16.5,10.3,63.9,22.0,49.0,2026.0,Egypt,1401.0,1235.0
1401,1201-1400,Chaoyang University of Technology,Taiwan,Asia,L,FO,VH,Private for Profit,5.0,701,6.7,701,6.4,801,8.4,801,7.4,801,13.2,801.0,15.9,801.0,22.2,801.0,2.1,801,40.6,801,-,1347.0,Taiwan,13390.0,34.9,0.06,"2 days, 7:45:00",29.51,15.5,22.8,42.6,53.7,45.3,2026.0,Taiwan,1401.0,1347.0
