Rank,Name,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year
1406,University of Colima,Mexico,14655,6.5,0.0,"2 days, 4:48:00",28.5735,23.4,8.2,54.3,19.0,29.9,2026
1407,Universitas Muhammadiyah Surakarta,Indonesia,21386,16.3,0.0,"2 days, 11:41:00",28.5434999999999,15.7,9.8,60.5,17.5,29.6,2026
1408,Ariel University,Israel,12587,18.4,0.01,"2 days, 2:50:00",28.5359999999999,19.7,21.0,41.8,37.3,34.7,2026
1409,Adolfo IbÃ¡Ã±ez University,Chile,10615,20.9,0.05,38 : 62,28.5335,15.6,17.4,44.3,22.7,62.5,2026
1410,"MNS University of Agriculture, Multan",Pakistan,4477,22.5,0.0,28 : 72,28.521,12.5,11.4,56.9,19.0,49.3,2026
1411,Slovak University of Agriculture in Nitra,Slovakia,4478,12.5,0.05,"2 days, 6:46:00",28.5155,27.5,19.3,34.0,22.9,49.2,2026
1412,University of Antioquia,Colombia,37677,18.4,0.0,"2 days, 4:48:00",28.5149999999999,21.1,20.8,38.8,39.9,40.3,2026
1413,Shahid Chamran University of Ahvaz,Iran,13351,22.4,0.02,"2 days, 9:43:00",28.5079999999999,29.4,11.0,42.0,47.5,28.6,2026
1414,Shahrekord University,Iran,7567,20.1,0.04,"2 days, 5:47:00",28.5035,24.0,13.4,48.8,20.5,27.7,2026
1415,National Institute of Technology Warangal,India,6938,16.5,0.05,0.9298611111111111,28.502,26.6,13.3,45.9,27.7,25.6,2026
1416,Zewail City of Science and Technology,Egypt,1238,5.3,0.0,"1 day, 19:57:00",28.4895,23.7,10.5,48.2,23.7,40.6,2026
1417,Lahore College for Women University (LCWU),Pakistan,10137,21.0,0.0,"4 days, 4:00:00",28.4545,22.2,11.3,48.4,17.4,45.5,2026
1418,Madan Mohan Malaviya University of Technology,India,3276,11.1,0.0,"1 day, 20:56:00",28.4529999999999,25.1,9.3,53.8,20.6,18.5,2026
1419,Al-Farabi Kazakh National University,Kazakhstan,20321,4.5,0.26,"2 days, 13:39:00",28.4474999999999,30.1,14.6,27.8,24.1,80.4,2026
1420,University of Peradeniya,Sri Lanka,20419,26.2,0.0,"2 days, 12:40:00",28.4395,12.8,12.4,56.4,30.0,39.3,2026
1421,Erciyes University,Turkey,37763,26.1,0.09,"2 days, 2:50:00",28.4315,25.0,13.6,43.0,41.0,34.3,2026
1422,The University of the West Indies,Jamaica,22060,15.6,0.01,"2 days, 23:29:00",28.4159999999999,21.0,12.0,45.4,29.4,52.6,2026
1423,The John Paul II Catholic University of Lublin,Poland,8436,8.4,0.09,"2 days, 17:35:00",28.3955,31.6,17.0,36.8,17.4,32.1,2026
1424,Tokyo University of Science,Japan,18002,24.1,0.04,25 : 75,28.375,23.8,26.8,27.7,74.8,30.4,2026
1425,Sohag University,Egypt,67926,22.2,0.01,"2 days, 10:42:00",28.362,15.0,9.2,55.1,20.6,52.2,2026
1426,St Francis Xavier University,Canada,4575,17.9,0.07,"2 days, 14:38:00",28.3565,17.5,18.2,43.1,27.9,51.6,2026
1427,Warsaw University of Technology,Poland,21694,10.3,0.08,31 : 69,28.3379999999999,28.3,17.7,32.9,61.1,33.9,2026
1428,University of El Oued,Algeria,22276,19.9,0.0,"2 days, 14:38:00",28.337,19.8,8.9,53.0,17.5,44.2,2026
1429,Pavol Jozef Å afÃ¡rik University in KoÅ¡ice,Slovakia,6854,9.1,0.25,"2 days, 19:33:00",28.335,41.7,11.2,24.5,24.7,59.3,2026
1430,Sapporo Medical University,Japan,1307,3.3,0.0,"1 day, 21:55:00",28.3189999999999,31.4,13.4,38.3,57.5,18.4,2026
1431,University of Reims Champagne-Ardenne,France,25691,18.5,0.11,"2 days, 10:42:00",28.31,29.1,9.8,37.4,36.4,56.1,2026
1432,WrocÅ‚aw University of Science and Technology,Poland,21125,17.2,0.06,33 : 67,28.309,23.6,19.3,36.2,58.5,34.0,2026
1433,Shahid Bahonar University of Kerman,Iran,13683,22.7,0.02,"2 days, 12:40:00",28.3025,19.1,13.8,50.4,32.4,30.0,2026
1434,University of Social Welfare and Rehabilitation Sciences,Iran,1538,8.8,0.02,"3 days, 7:21:00",28.2899999999999,34.0,15.7,34.3,22.8,33.4,2026
1435,Sidi Mohamed Ben Abdellah University,Morocco,100319,44.4,0.02,"2 days, 6:46:00",28.278,25.2,11.9,48.2,24.2,26.2,2026
1436,Shiga University of Medical Science,Japan,1136,3.0,0.04,"2 days, 4:48:00",28.277,32.7,13.3,34.2,65.4,25.3,2026
1437,National Institute of Technology Srinagar,India,3598,13.3,0.0,1.0118055555555556,28.2589999999999,30.5,13.3,41.7,19.3,28.3,2026
1438,National Institute of Technology Meghalaya,India,1020,13.2,0.03,0.8888888888888888,28.245,32.7,12.3,39.1,29.1,28.5,2026
1439,Tianjin Normal University,China,23254,14.3,0.06,,28.2445,21.0,21.0,34.5,53.8,46.1,2026
1440,Mutah University,Jordan,15579,21.6,0.13,"2 days, 5:47:00",28.2284999999999,25.4,13.7,39.2,18.0,57.1,2026
1441,Sefako Makgatho Health Sciences University,South Africa,5570,7.1,0.02,"2 days, 17:35:00",28.217,26.0,11.1,42.7,19.2,50.0,2026
1442,TOBB University of Economics and Technology,Turkey,5255,13.4,0.01,"1 day, 23:53:00",28.2155,20.0,14.7,40.9,67.5,41.1,2026
1443,PontifÃ­cia Universidade CatÃ³lica do ParanÃ¡,Brazil,11606,12.7,0.01,"2 days, 6:46:00",28.1884999999999,26.3,13.1,40.6,52.4,31.4,2026
1444,Shiv Nadar University,India,2290,9.2,0.02,"1 day, 19:57:00",28.176,31.7,8.1,40.6,27.7,42.5,2026
1445,BINUS University,Indonesia,15258,13.9,0.04,"1 day, 17:59:00",28.1345,21.4,23.5,34.2,50.6,36.3,2026
1446,USAMV Cluj-Napoca,Romania,5453,16.7,0.06,"2 days, 6:46:00",28.0939999999999,19.7,10.0,52.3,22.0,37.5,2026
1447,National University of Uzbekistan named after Mirzo Ulugbek,Uzbekistan,19704,19.3,0.04,"2 days, 0:52:00",28.0775,24.4,10.9,40.9,25.4,59.1,2026
1448,Gauhati University,India,5733,12.7,0.0,"2 days, 12:40:00",28.0475,39.4,15.4,31.4,22.4,21.9,2026
1449,National Taiwan Ocean University,Taiwan,8418,16.1,0.08,32 : 68,28.0409999999999,19.9,27.2,29.3,70.0,35.9,2026
1450,Shinshu University,Japan,10657,10.6,0.03,33 : 67,28.0269999999999,26.7,18.4,32.5,66.8,31.9,2026
1451,Zhejiang Chinese Medical University,China,24976,26.2,0.05,"2 days, 15:37:00",28.0224999999999,20.2,17.5,46.1,36.4,22.7,2026
1452,National Textile University,Pakistan,3839,17.5,0.0,30 : 70,28.0184999999999,14.2,13.5,50.4,30.8,47.5,2026
1453,Tokushima University,Japan,7395,9.5,0.02,36 : 64,28.0089999999999,28.9,20.7,27.2,86.7,24.7,2026
1454,Holy Spirit University of Kaslik,Lebanon,7374,13.0,0.14,"2 days, 7:45:00",28.0084999999999,23.0,9.9,38.5,19.5,80.3,2026
1455,University of Jos,Nigeria,37605,23.6,0.0,"1 day, 23:53:00",27.9935,15.3,8.6,55.9,18.4,46.4,2026
1456,University of La Serena,Chile,7657,22.4,0.01,"2 days, 2:50:00",27.96,14.3,10.3,54.3,17.3,50.3,2026
1457,Kookmin University,South Korea,15777,18.5,0.13,"2 days, 1:51:00",27.9595,28.6,21.3,27.0,59.7,38.1,2026
1458,Reshetnev Siberian State University of Science and Technology,Russian Federation,9412,11.3,0.04,34 : 66,27.9544999999999,21.1,9.2,53.0,37.8,22.0,2026
1459,Osaka Metropolitan University,Japan,15703,8.7,0.04,37 : 63,27.9465,31.3,16.9,28.8,78.3,27.2,2026
1460,Riga StradiÅ†Å¡ University,Latvia,8229,24.6,0.35,"3 days, 3:25:00",27.9335,18.5,16.9,39.1,25.0,64.6,2026
1461,The British University in Egypt,Egypt,11180,21.8,0.04,"2 days, 3:49:00",27.9044999999999,16.7,12.1,53.0,19.1,37.4,2026
1462,Budapest University of Technology and Economics,Hungary,18656,16.3,0.15,32 : 68,27.9025,23.0,18.4,34.2,65.1,38.9,2026
1463,Opole University of Technology,Poland,4752,14.6,0.09,30 : 70,27.8919999999999,18.6,14.4,45.8,24.1,47.0,2026
1464,SASTRA University,India,11847,13.9,0.0,"2 days, 3:49:00",27.891,27.6,11.0,42.8,41.6,27.4,2026
1465,American International University â€“ Bangladesh,Bangladesh,13515,21.8,0.02,26 : 74,27.875,11.9,9.2,59.1,25.1,39.5,2026
1466,Kharazmi University,Iran,12192,16.3,0.03,"2 days, 7:45:00",27.8714999999999,25.2,14.7,41.8,27.3,33.9,2026
1467,Vytautas Magnus University,Lithuania,8381,10.6,0.19,"2 days, 23:29:00",27.8629999999999,23.7,12.9,36.9,21.2,69.5,2026
1468,University of Kerala,India,3615,12.2,0.05,"2 days, 23:29:00",27.8105,40.2,20.7,23.8,22.4,25.5,2026
1469,National University of Distance Education (UNED),Spain,64730,50.0,0.04,"2 days, 10:42:00",27.7454999999999,17.2,19.4,41.8,50.2,33.3,2026
1470,Istanbul Medeniyet University,Turkey,14298,15.2,0.03,"2 days, 4:48:00",27.7449999999999,19.2,10.9,53.6,18.5,28.0,2026
1471,I-Shou University,Taiwan,10364,26.8,0.15,"2 days, 2:50:00",27.735,16.3,21.1,38.2,60.0,39.3,2026
1472,UniversitÃ© Djillali LiabÃ¨s de Sidi Bel-AbbÃ¨s,Algeria,29211,17.9,0.01,"2 days, 7:45:00",27.6894999999999,25.5,9.7,46.3,17.6,36.8,2026
1473,Universidade Federal de Pernambuco,Brazil,36048,13.2,0.0,"2 days, 4:48:00",27.676,33.8,18.5,25.6,62.5,28.8,2026
1474,National Dong Hwa University,Taiwan,10094,18.4,0.1,"2 days, 6:46:00",27.6579999999999,20.2,25.0,29.0,45.1,52.6,2026
1475,"University of Health Sciences, Turkey",Turkey,24562,6.1,0.11,"2 days, 3:49:00",27.6055,45.7,10.6,27.3,17.5,28.8,2026
1476,University of La Frontera,Chile,11481,20.2,0.01,"2 days, 2:50:00",27.5929999999999,17.8,23.7,35.8,24.1,50.2,2026
1477,Thammasat University,Thailand,39733,14.8,0.01,"2 days, 16:36:00",27.5875,23.5,21.0,33.8,37.5,39.0,2026
1478,IFHE Hyderabad,India,8438,18.7,0.0,"1 day, 18:58:00",27.5615,17.3,10.3,57.2,18.4,21.0,2026
1479,Autonomous University of Sinaloa,Mexico,79206,17.3,0.09,"2 days, 7:45:00",27.5379999999999,16.9,7.6,55.8,16.9,39.1,2026
1480,Lebanese University,Lebanon,44105,13.6,0.18,"2 days, 7:45:00",27.5229999999999,34.8,14.0,21.5,22.8,77.8,2026
1481,SÃ¼leyman Demirel University,Turkey,32526,28.9,0.05,"2 days, 4:48:00",27.482,27.6,11.5,43.8,24.0,25.4,2026
1482,University of BrasÃ­lia,Brazil,43678,14.4,0.01,"2 days, 5:47:00",27.4785,34.0,17.7,27.7,33.2,35.7,2026
1483,University of Manouba,Tunisia,17341,14.4,0.02,"2 days, 10:42:00",27.4745,25.9,9.7,42.1,23.9,45.8,2026
1484,University of South Wales,United Kingdom,17530,16.7,0.31,"2 days, 4:48:00",27.459,18.2,11.7,35.7,52.3,78.6,2026
1485,Universidad del Desarrollo,Chile,17491,17.7,0.04,"2 days, 9:43:00",27.4519999999999,16.4,12.1,47.2,28.0,51.0,2026
1486,Kyushu Institute of Technology (Kyutech),Japan,5616,16.1,0.04,0.6430555555555556,27.4514999999999,26.4,16.5,30.9,66.9,39.1,2026
1487,University of Split,Croatia,18811,15.0,0.03,"2 days, 11:41:00",27.4225,22.2,15.3,42.3,28.6,34.7,2026
1488,National Chung Cheng University,Taiwan,9183,14.8,0.04,"1 day, 22:54:00",27.412,21.4,24.8,28.4,77.3,30.6,2026
1489,M. Kumarasamy College of Engineering,India,4228,17.8,0.0,"1 day, 23:53:00",27.388,15.9,9.1,59.7,17.9,19.1,2026
1490,Yanshan University,China,38505,12.6,0.01,35 : 65,27.37,21.6,12.2,45.4,57.0,20.8,2026
1491,Ilia State University,Georgia,16579,12.2,0.05,"2 days, 13:39:00",27.3434999999999,18.9,9.7,47.6,17.5,53.0,2026
1492,Suranaree University of Technology,Thailand,14931,27.9,0.01,"2 days, 5:47:00",27.3345,25.0,17.4,33.7,52.4,36.1,2026
1493,Khulna University,Bangladesh,8131,13.9,0.0,"1 day, 21:55:00",27.3225,17.3,9.9,50.7,18.7,45.2,2026
1494,Universidad CatÃ³lica San Antonio de Murcia (UCAM),Spain,12966,20.1,0.18,"2 days, 8:44:00",27.3155,19.1,18.2,35.1,39.2,57.4,2026
1495,PoznaÅ„ University of Life Sciences,Poland,5626,7.7,0.08,"2 days, 11:41:00",27.3064999999999,26.5,12.8,41.0,30.3,30.2,2026
1496,Hosei University,Japan,28578,37.4,0.05,39 : 61,27.2985,16.3,11.3,49.3,35.2,40.2,2026
1497,Tokai University,Japan,28774,16.6,0.05,29 : 71,27.2909999999999,17.6,12.8,46.9,48.3,31.8,2026
1498,Botswana International University of Science and Technology (BIUST),Botswana,2491,12.2,0.1,37 : 63,27.2845,23.7,14.1,33.1,19.6,73.2,2026
1499,Yokohama National University,Japan,9459,13.2,0.08,28 : 72,27.269,28.3,21.9,22.1,82.3,35.3,2026
1500,Tzu Chi University,Taiwan,3102,9.2,0.07,"2 days, 13:39:00",27.2685,25.7,26.0,24.7,66.3,27.8,2026
1501,University of La Sabana,Colombia,10316,13.2,0.02,"2 days, 9:43:00",27.2604999999999,20.9,11.2,46.2,21.3,41.8,2026
1502,Incheon National University,South Korea,17160,21.2,0.03,39 : 61,27.2595,19.4,18.4,38.7,48.2,35.5,2026
1503,Netaji Subhas University of Technology,India,8856,15.5,0.02,0.9708333333333333,27.235,17.7,8.1,57.4,20.8,21.5,2026
1504,Qom University of Medical Sciences,Iran,2793,10.3,0.05,"2 days, 8:44:00",27.2249999999999,35.8,11.5,34.7,24.6,25.8,2026
1505,Moulay Ismail University,Morocco,79507,54.9,0.01,"2 days, 7:45:00",27.2165,14.0,10.8,56.7,21.3,27.9,2026
1506,Technical University of Crete,Greece,7080,33.2,0.05,29 : 71,27.2024999999999,15.6,15.1,45.0,45.1,38.9,2026
1507,Chosun University,South Korea,19223,25.1,0.02,"1 day, 23:53:00",27.1979999999999,25.2,23.1,25.8,75.0,31.0,2026
1508,Guru Ghasidas Vishwavidyalaya,India,9784,22.4,0.0,"1 day, 17:59:00",27.1905,20.1,11.5,50.8,22.9,23.6,2026
1509,Federal University of Technology Akure,Nigeria,18945,20.5,0.0,26 : 74,27.1869999999999,24.4,12.2,40.0,23.9,46.6,2026
1510,Federal University of GoiÃ¡s,Brazil,23032,11.5,0.01,"1 day, 18:58:00",27.1849999999999,31.8,23.7,25.4,25.4,30.6,2026
1511,Universidad de Cartagena,Colombia,24568,22.6,0.01,"1 day, 23:53:00",27.1539999999999,13.4,10.0,55.2,18.9,39.8,2026
1512,Saitama Medical University,Japan,1904,1.3,0.0,"2 days, 1:51:00",27.1315,27.0,10.8,42.7,44.8,19.1,2026
1513,Sabzevar University of Medical Sciences,Iran,2226,7.0,0.01,"2 days, 8:44:00",27.1289999999999,24.4,9.7,48.4,17.7,25.2,2026
1514,Christ University,India,35193,20.3,0.01,"2 days, 4:48:00",27.1284999999999,15.6,14.5,52.0,22.1,24.5,2026
1515,University of Monastir,Tunisia,20673,9.3,0.02,"2 days, 20:32:00",27.0654999999999,24.2,10.9,39.8,32.7,46.9,2026
1516,University of GdaÅ„sk,Poland,18116,10.0,0.03,"2 days, 19:33:00",27.0539999999999,27.3,15.1,35.3,31.6,36.9,2026
1517,Shahid Sadoughi University of Medical Sciences,Iran,5717,10.5,0.03,"2 days, 8:44:00",27.0474999999999,41.5,11.1,30.1,20.4,23.2,2026
1518,Transilvania University of BraÈ™ov,Romania,20101,22.5,0.02,"2 days, 5:47:00",27.0355,14.8,13.4,47.7,35.9,40.5,2026
1519,West University of TimiÅŸoara,Romania,14808,19.6,0.06,"2 days, 18:34:00",27.034,22.7,13.3,43.7,19.2,34.7,2026
1520,Tokyo Metropolitan University,Japan,8789,10.7,0.05,39 : 61,27.0239999999999,29.7,16.2,29.8,52.8,33.5,2026
1521,WrocÅ‚aw University of Environmental and Life Sciences,Poland,6399,11.9,0.06,"2 days, 19:33:00",27.015,28.5,13.6,36.1,34.9,32.5,2026
1522,Razi University,Iran,11378,17.6,0.04,"2 days, 11:41:00",26.9715,27.1,14.7,35.7,46.1,28.8,2026
1523,University of Macedonia,Greece,11703,56.3,0.05,"2 days, 2:50:00",26.9159999999999,17.7,18.0,43.8,31.8,27.5,2026
1524,IPB University,Indonesia,22993,10.3,0.05,"2 days, 10:42:00",26.9045,32.8,12.3,27.5,51.1,44.9,2026
1525,SGH Warsaw School of Economics,Poland,7993,14.8,0.14,"2 days, 0:52:00",26.9009999999999,25.3,21.6,31.8,16.4,39.7,2026
1526,Universiti Tun Hussein Onn Malaysia (UTHM),Malaysia,15743,16.5,0.07,"1 day, 21:55:00",26.874,23.2,15.3,36.3,30.2,46.6,2026
1527,University of Northampton,United Kingdom,14775,21.7,0.46,"2 days, 15:37:00",26.83,16.1,11.0,40.4,18.7,80.3,2026
1528,University Cadi Ayyad of Marrakech,Morocco,92358,37.2,0.01,"2 days, 7:45:00",26.787,23.3,10.9,43.0,24.5,38.3,2026
1529,UniversitÃ© Saint-Joseph de Beyrouth,Lebanon,8540,8.4,0.13,"2 days, 12:40:00",26.7855,32.2,10.9,24.9,28.2,73.7,2026
1530,"Vels Institute of Science, Technology and Advanced Studies (VISTAS)",India,15173,15.7,0.0,25 : 75,26.771,31.5,9.9,41.2,20.0,19.3,2026
1531,Federal University of Lavras,Brazil,13186,17.1,0.02,"2 days, 1:51:00",26.7605,30.8,19.0,28.7,32.8,29.9,2026
1532,Tunghai University,Taiwan,14886,20.5,0.09,"2 days, 7:45:00",26.7355,15.7,15.4,40.8,44.2,48.4,2026
1533,Helwan University,Egypt,153935,23.9,0.01,"2 days, 8:44:00",26.7265,22.7,9.0,43.1,23.0,47.6,2026
1534,Medical University of Sofia,Bulgaria,10870,5.2,0.29,"2 days, 7:45:00",26.7184999999999,26.4,7.3,37.8,45.9,48.5,2026
1535,Babcock University,Nigeria,13134,28.1,0.0,"2 days, 3:49:00",26.7054999999999,27.6,9.9,41.8,16.0,33.5,2026
1536,Tokyo University of Marine Science and Technology,Japan,2571,11.6,0.08,33 : 67,26.6549999999999,30.2,17.8,22.7,58.1,46.0,2026
1537,Universitas Negeri Yogyakarta,Indonesia,27783,17.2,0.02,"2 days, 8:44:00",26.6225,19.2,12.1,46.0,24.3,35.7,2026
1538,Technical University of Cartagena,Spain,4546,10.4,0.1,28 : 72,26.619,28.6,13.8,31.2,41.0,42.4,2026
1539,University of Technology of Troyes,France,2898,17.9,0.24,26 : 74,26.603,31.8,11.4,22.2,40.4,75.2,2026
1540,Universidad Loyola,Spain,5635,17.8,0.05,"2 days, 9:43:00",26.5945,16.2,16.5,41.9,20.2,48.7,2026
1541,Kagawa University,Japan,6421,9.8,0.02,"1 day, 19:57:00",26.5649999999999,25.2,13.4,35.8,62.0,27.0,2026
1542,Pirogov Russian National Research Medical University,Russian Federation,13377,7.8,0.11,"2 days, 22:30:00",26.5555,44.2,14.5,18.2,40.6,29.7,2026
1543,Vilnius Gediminas Technical University (Vilnius Tech),Lithuania,8333,13.1,0.21,34 : 66,26.5314999999999,20.8,17.9,31.0,47.3,53.5,2026
1544,Allameh Tabataba â€™i University,Iran,14319,16.7,0.03,"2 days, 9:43:00",26.526,33.2,12.8,32.6,24.0,30.4,2026
1545,Warsaw University of Life Sciences â€“ SGGW,Poland,15317,12.3,0.08,"2 days, 11:41:00",26.5149999999999,22.1,12.8,41.4,33.4,33.7,2026
1546,University of Toyama,Japan,8960,10.7,0.03,38 : 62,26.4945,28.4,15.3,28.4,67.3,32.9,2026
1547,Federal University of UberlÃ¢ndia,Brazil,26116,14.2,0.01,"2 days, 4:48:00",26.3929999999999,24.9,13.1,39.1,39.4,25.9,2026
1548,University of Antofagasta,Chile,7763,10.1,0.03,"2 days, 9:43:00",26.3304999999999,22.5,9.6,40.2,18.1,55.0,2026
1549,Istanbul Okan University,Turkey,8326,12.9,0.25,"1 day, 22:54:00",26.3295,26.5,11.0,34.1,17.8,58.4,2026
1550,Moscow Polytechnic University,Russian Federation,12752,17.2,0.1,38 : 62,26.311,15.8,12.4,49.5,26.1,28.8,2026
1551,Poznan University of Technology,Poland,13680,11.0,0.08,31 : 69,26.2995,25.7,14.0,34.7,47.7,31.2,2026
1552,Lucian Blaga University of Sibiu,Romania,13293,16.3,0.04,"2 days, 2:50:00",26.2915,19.0,16.0,42.0,22.6,33.9,2026
1552,Technical University of KoÅ¡ice,Slovakia,11397,16.8,0.41,25 : 75,26.2915,26.8,16.8,26.4,42.9,51.7,2026
1554,Yamagata University,Japan,8664,9.1,0.03,34 : 66,26.2874999999999,28.2,15.1,27.7,71.8,32.1,2026
1555,University of Zanjan,Iran,9883,23.7,0.0,"2 days, 8:44:00",26.2745,25.9,13.7,38.0,27.9,28.6,2026
1556,Cardinal Stefan WyszyÅ„ski University in Warsaw,Poland,10253,12.7,0.02,"2 days, 16:36:00",26.2479999999999,27.6,22.1,29.1,18.3,29.8,2026
1557,Liverpool Hope University,United Kingdom,5015,16.7,0.18,"2 days, 14:38:00",26.2345,19.5,16.8,30.2,19.0,77.2,2026
1558,Hassiba Benbouali University of Chlef,Algeria,30568,20.5,0.01,"2 days, 18:34:00",26.228,16.2,12.0,45.2,31.1,42.2,2026
1559,Diponegoro University,Indonesia,36538,16.8,0.04,"2 days, 18:34:00",26.2279999999999,32.5,16.8,23.0,45.4,40.7,2026
1560,Al-Qasim Green University,Iraq,3914,7.0,0.0,32 : 68,26.2275,22.5,7.9,49.2,16.6,25.0,2026
1561,University of Havana,Cuba,16451,11.1,0.03,"2 days, 14:38:00",26.1929999999999,30.8,23.0,14.4,55.8,51.8,2026
1562,Mirpur University of Science and Technology,Pakistan,8917,27.2,0.0,"2 days, 3:49:00",26.1609999999999,11.6,10.3,50.8,19.8,49.6,2026
1563,KMITL â€“ King Mongkutâ€™s Institute of Technology Ladkrabang,Thailand,27090,24.8,0.03,"2 days, 2:50:00",26.1479999999999,18.9,25.0,24.9,74.5,38.3,2026
1564,University of Las AmÃ©ricas (UDLA),Ecuador,14757,11.2,0.03,"2 days, 5:47:00",26.1384999999999,20.5,10.2,38.0,25.2,63.0,2026
1565,Kitasato University,Japan,8517,5.0,0.01,"2 days, 7:45:00",26.1009999999999,26.7,12.0,36.0,59.8,20.7,2026
1566,University of Texas Rio Grande Valley,United States,27919,20.1,0.03,"2 days, 13:39:00",26.0369999999999,18.0,9.6,45.8,23.7,43.4,2026
1567,University of Lodz,Poland,21312,14.1,0.1,"2 days, 13:39:00",26.0304999999999,24.5,18.5,32.6,21.7,37.2,2026
1568,Manav Rachna International Institute of Research and Studies,India,5684,11.2,0.02,"2 days, 2:50:00",26.0039999999999,29.8,11.0,37.4,21.7,25.8,2026
1569,Recep Tayyip ErdoÄŸan University,Turkey,11544,14.6,0.04,,25.977,20.5,12.4,44.2,30.9,24.5,2026
1570,Universidad Francisco de Vitoria,Spain,14642,21.2,0.08,"1 day, 21:55:00",25.9749999999999,15.5,12.7,46.3,18.3,41.3,2026
1571,Obafemi Awolowo University,Nigeria,32746,26.3,0.0,"1 day, 22:54:00",25.9309999999999,21.5,13.4,36.0,45.5,41.1,2026
1572,Nagoya Institute of Technology,Japan,5552,15.7,0.04,0.7659722222222223,25.9204999999999,22.8,22.0,25.3,75.3,29.5,2026
1573,Abdelmalek EssaÃ¢di University,Morocco,118761,84.4,0.01,"2 days, 5:47:00",25.9075,22.9,11.1,43.1,20.7,29.0,2026
1574,University of West Bohemia,Czechia,11369,14.5,0.06,"2 days, 6:46:00",25.9025,19.6,18.0,35.4,38.2,36.7,2026
1575,UniversitÃ© Hassan II de Casablanca,Morocco,120987,32.6,0.02,"3 days, 2:26:00",25.902,22.3,9.4,44.6,27.0,28.5,2026
1576,Universidade Federal do ABC (UFABC),Brazil,19284,25.4,0.01,38 : 62,25.9015,18.8,17.3,36.0,28.9,45.1,2026
1577,Chung Shan Medical University,Taiwan,7085,17.5,0.03,"2 days, 17:35:00",25.8894999999999,20.3,21.4,31.7,63.0,22.2,2026
1578,University of Nairobi,Kenya,52216,23.3,0.02,"1 day, 21:55:00",25.8744999999999,15.9,16.1,39.7,22.5,49.4,2026
1579,Universidade LusÃ³fona,Portugal,12743,6.2,0.17,"2 days, 7:45:00",25.8484999999999,23.6,9.9,36.9,20.7,54.9,2026
1580,Dokuz EylÃ¼l University,Turkey,58554,27.8,0.1,"2 days, 1:51:00",25.8364999999999,27.7,15.9,27.2,64.6,30.8,2026
1581,Toho University,Japan,5275,13.6,0.01,"2 days, 7:45:00",25.8265,24.4,15.4,33.9,59.5,21.5,2026
1582,University of Benin,Nigeria,43884,25.6,0.0,"2 days, 2:50:00",25.7945,15.6,9.2,50.5,17.8,35.5,2026
1583,Universitas Negeri Padang,Indonesia,45714,22.1,0.01,"2 days, 19:33:00",25.7819999999999,12.8,8.6,52.3,16.8,42.0,2026
1584,Federal University of Santa Maria,Brazil,27692,14.2,0.01,"2 days, 7:45:00",25.761,26.9,14.0,34.0,37.2,27.7,2026
1585,Lublin University of Technology,Poland,6721,11.4,0.13,27 : 73,25.75,25.8,14.8,31.6,30.8,41.8,2026
1586,Hormozgan University of Medical Sciences,Iran,3672,11.3,0.02,"2 days, 6:46:00",25.7445,40.5,11.0,26.2,18.8,26.6,2026
1587,Tamkang University,Taiwan,21955,20.1,0.07,"1 day, 22:54:00",25.7404999999999,16.1,12.4,40.1,50.5,44.6,2026
1588,National University of Colombia,Colombia,55643,21.0,0.01,"1 day, 17:59:00",25.7274999999999,21.9,15.4,34.3,35.9,41.0,2026
1589,Lodz University of Technology,Poland,10476,11.7,0.06,38 : 62,25.7195,25.9,15.8,28.5,61.8,33.0,2026
1590,Del Rosario University,Colombia,10119,12.4,0.04,"2 days, 11:41:00",25.6854999999999,21.5,16.2,32.3,30.5,49.8,2026
1591,KarabÃ¼k University,Turkey,45899,41.5,0.26,"1 day, 19:57:00",25.682,15.6,9.8,45.6,18.7,50.8,2026
1592,University of La Rochelle,France,7760,19.8,0.1,"2 days, 7:45:00",25.6659999999999,19.7,12.6,33.6,30.2,65.5,2026
1593,Escuela Superior PolitÃ©cnica del Litoral,Ecuador,10308,8.9,0.01,39 : 61,25.6654999999999,22.4,9.7,35.8,31.3,56.7,2026
