university_name,country,year,ranking_source,rank,score
University of CÃ³rdoba,Spain,2026,THE,860,37.833
International University of Rabat,Morocco,2026,THE,861,37.8305
Jeonbuk National University,South Korea,2026,THE,862,37.83
Norwegian University of Life Sciences,Norway,2026,THE,863,37.8204999999999
Mashhad University of Medical Sciences,Iran,2026,THE,864,37.8035
Chonnam National University,South Korea,2026,THE,865,37.7795
Kaohsiung Medical University,Taiwan,2026,THE,866,37.7789999999999
The Islamia University of Bahawalpur,Pakistan,2026,THE,867,37.7469999999999
Vilnius University,Lithuania,2026,THE,868,37.738
KL University,India,2026,THE,869,37.7275
National Institute of Technology Silchar,India,2026,THE,870,37.7134999999999
The University of Alabama,United States,2026,THE,871,37.7005
Wenzhou University,China,2026,THE,872,37.698
SR University,India,2026,THE,873,37.6849999999999
The Catholic University of America,United States,2026,THE,874,37.6745
University of Westminster,United Kingdom,2026,THE,875,37.673
University of Debrecen,Hungary,2026,THE,876,37.6635
Hacettepe University,Turkey,2026,THE,877,37.6329999999999
Waseda University,Japan,2026,THE,878,37.5985
University of Vigo,Spain,2026,THE,879,37.5849999999999
Inha University,South Korea,2026,THE,880,37.5615
Clark University,United States,2026,THE,881,37.559
Daffodil International University (DIU),Bangladesh,2026,THE,882,37.5585
University of Salento,Italy,2026,THE,883,37.552
JSS Academy of Higher Education and Research,India,2026,THE,884,37.551
MontanuniversitÃ¤t Leoben,Austria,2026,THE,885,37.5275
Shiraz University,Iran,2026,THE,886,37.5069999999999
Arts et MÃ©tiers,France,2026,THE,887,37.477
University of Wyoming,United States,2026,THE,888,37.469
Catholic University of Portugal,Portugal,2026,THE,889,37.3429999999999
University of Medicine and Pharmacy Carol Davila,Romania,2026,THE,890,37.3274999999999
University of Hagen,Germany,2026,THE,891,37.32
Mansoura University,Egypt,2026,THE,892,37.306
Zhejiang Gongshang University,China,2026,THE,893,37.3054999999999
Gorgan University of Agricultural Sciences and Natural Resources,Iran,2026,THE,894,37.281
The University of Notre Dame Australia,Australia,2026,THE,895,37.2725
Federal University of Minas Gerais,Brazil,2026,THE,896,37.2164999999999
Shri Mata Vaishno Devi University,India,2026,THE,897,37.2055
North-West University,South Africa,2026,THE,898,37.2044999999999
Government College University Lahore,Pakistan,2026,THE,899,37.2024999999999
Universitat Ramon Llull,Spain,2026,THE,900,37.1875
Iqra University,Pakistan,2026,THE,901,37.181
"International Islamic University, Islamabad",Pakistan,2026,THE,902,37.178
University of the Punjab,Pakistan,2026,THE,903,37.1609999999999
Ain Shams University,Egypt,2026,THE,904,37.1545
Azerbaijan State University of Economics,Azerbaijan,2026,THE,905,37.1509999999999
Sogang University,South Korea,2026,THE,906,37.1445
Capital University of Science and Technology,Pakistan,2026,THE,907,37.125
Chengdu University,China,2026,THE,908,37.1245
Siksha â€˜Oâ€™ Anusandhan,India,2026,THE,909,37.043
Zanjan University of Medical Sciences,Iran,2026,THE,910,37.025
Northern Border University,Saudi Arabia,2026,THE,911,36.997
Carlos III University of Madrid,Spain,2026,THE,912,36.983
Glasgow Caledonian University,United Kingdom,2026,THE,913,36.9795
An-Najah National University,Palestine,2026,THE,914,36.9589999999999
Open University of Catalonia,Spain,2026,THE,915,36.9544999999999
University of Salamanca,Spain,2026,THE,916,36.9534999999999
Ozyegin University,Turkey,2026,THE,917,36.9209999999999
Abdullah GÃ¼l University,Turkey,2026,THE,918,36.9179999999999
Universidade Federal de SÃ£o Paulo (UNIFESP),Brazil,2026,THE,919,36.9075
Hanoi Medical University,Vietnam,2026,THE,920,36.9055
Bucharest University of Economic Studies,Romania,2026,THE,921,36.8739999999999
University of Nova Gorica,Slovenia,2026,THE,922,36.867
Makerere University,Uganda,2026,THE,923,36.856
Ferdowsi University of Mashhad,Iran,2026,THE,924,36.8429999999999
Ahvaz Jundishapur University of Medical Sciences (AJUMS),Iran,2026,THE,925,36.8164999999999
University of Malta,Malta,2026,THE,926,36.7905
University of Vic â€“ Central University of Catalonia,Spain,2026,THE,927,36.771
Al-Zaytoonah University of Jordan,Jordan,2026,THE,928,36.753
Nanjing University of Information Science and Technology,China,2026,THE,929,36.7455
University of Regina,Canada,2026,THE,930,36.7385
University of Dhaka,Bangladesh,2026,THE,931,36.7315
Guangzhou Medical University,China,2026,THE,932,36.7179999999999
Shahrekord University of Medical Sciences,Iran,2026,THE,933,36.697
University of Petra,Jordan,2026,THE,934,36.665
Gazipur Agricultural University,Bangladesh,2026,THE,935,36.6415
Aristotle University of Thessaloniki,Greece,2026,THE,936,36.6215
Ilam University of Medical Sciences,Iran,2026,THE,937,36.6175
Zahedan University of Medical Sciences,Iran,2026,THE,938,36.5635
North South University,Bangladesh,2026,THE,939,36.5615
Halmstad University,Sweden,2026,THE,940,36.5609999999999
Jahangirnagar University,Bangladesh,2026,THE,941,36.5274999999999
University of Ibadan,Nigeria,2026,THE,942,36.4749999999999
EÃ¶tvÃ¶s LorÃ¡nd University,Hungary,2026,THE,943,36.4544999999999
Medical University of Lodz,Poland,2026,THE,944,36.436
Shahid Beheshti University,Iran,2026,THE,945,36.425
University of Roehampton,United Kingdom,2026,THE,946,36.4065
Ontario Tech University,Canada,2026,THE,947,36.406
Florida Atlantic University,United States,2026,THE,948,36.384
Khwaja Fareed University of Engineering and Information Technology,Pakistan,2026,THE,949,36.3724999999999
Old Dominion University,United States,2026,THE,950,36.347
University of Lleida,Spain,2026,THE,951,36.3145
Birmingham City University,United Kingdom,2026,THE,952,36.297
AtatÃ¼rk University,Turkey,2026,THE,953,36.2749999999999
K.N. Toosi University of Technology,Iran,2026,THE,954,36.2645
University of Central Punjab,Pakistan,2026,THE,955,36.254
Ural Federal University,Russian Federation,2026,THE,956,36.239
University of Rome III,Italy,2026,THE,957,36.2235
University of AlcalÃ¡,Spain,2026,THE,958,36.2159999999999
Northern Illinois University,United States,2026,THE,959,36.199
Al al-Bayt University,Jordan,2026,THE,960,36.1979999999999
Baqiyatallah University of Medical Sciences,Iran,2026,THE,961,36.1924999999999
Jamia Hamdard University,India,2026,THE,962,36.1515
Mazandaran University of Medical Sciences,Iran,2026,THE,963,36.1104999999999
Peter the Great St Petersburg Polytechnic University,Russian Federation,2026,THE,964,36.1075
University of Wolverhampton,United Kingdom,2026,THE,965,36.1045
Alagappa University,India,2026,THE,966,36.092
Tomsk Polytechnic University,Russian Federation,2026,THE,967,36.0819999999999
Innopolis University,Russian Federation,2026,THE,968,36.0775
Savitribai Phule Pune University,India,2026,THE,969,36.044
Al-Azhar University,Egypt,2026,THE,970,36.033
The Open University,United Kingdom,2026,THE,971,36.0304999999999
University of Gujrat,Pakistan,2026,THE,972,36.0169999999999
University of Lagos,Nigeria,2026,THE,973,35.991
BahÃ§eÅŸehir University,Turkey,2026,THE,974,35.971
Lahore University of Management Sciences,Pakistan,2026,THE,974,35.971
Sheffield Hallam University,United Kingdom,2026,THE,976,35.935
UniversitÃ© de Bretagne Occidentale,France,2026,THE,977,35.9125
Marie and Louis Pasteur University,France,2026,THE,978,35.8739999999999
King Mongkutâ€™s University of Technology Thonburi,Thailand,2026,THE,979,35.839
Alexandria University,Egypt,2026,THE,980,35.8275
"National Institute of Technology, Tiruchirappalli",India,2026,THE,981,35.8125
Pablo de Olavide University,Spain,2026,THE,982,35.8069999999999
University of Patras,Greece,2026,THE,983,35.7945
Anna University,India,2026,THE,984,35.773
Portland State University,United States,2026,THE,985,35.77
Siberian Federal University,Russian Federation,2026,THE,986,35.7465
Delhi Technological University,India,2026,THE,987,35.7329999999999
Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,Pakistan,2026,THE,988,35.6984999999999
Kazan Federal University,Russian Federation,2026,THE,989,35.684
National Veterinary School of Alfort (EnvA),France,2026,THE,990,35.67
"Amity University Rajasthan, Jaipur",India,2026,THE,991,35.6685
Mahsa University,Malaysia,2026,THE,992,35.6135
Kingston University,United Kingdom,2026,THE,992,35.6135
Wakayama Medical University,Japan,2026,THE,994,35.587
Ã‰cole Centrale de Lyon,France,2026,THE,995,35.5785
University of the Balearic Islands,Spain,2026,THE,996,35.555
German Jordanian University,Jordan,2026,THE,997,35.5169999999999
University of Foggia,Italy,2026,THE,998,35.511
Reichman University,Israel,2026,THE,999,35.501
Gabriele dâ€˜Annunzio University,Italy,2026,THE,1000,35.4755
IMT Nord Europe,France,2026,THE,1001,35.4715
University of Cape Coast,Ghana,2026,THE,1002,35.4674999999999
Chungbuk National University,South Korea,2026,THE,1003,35.4239999999999
Jawaharlal Nehru Technological University Anantapur (JNTUA),India,2026,THE,1004,35.407
Delta University for Science and Technology,Egypt,2026,THE,1005,35.3704999999999
Lithuanian University of Health Sciences,Lithuania,2026,THE,1006,35.3595
Indian Institute of Technology Ropar,India,2026,THE,1007,35.3505
University of Colombo,Sri Lanka,2026,THE,1008,35.3414999999999
University of Hradec KrÃ¡lovÃ©,Czechia,2026,THE,1009,35.3195
China Pharmaceutical University,China,2026,THE,1010,35.2975
Tishk International University,Iraq,2026,THE,1011,35.245
University of Campania Luigi Vanvitelli,Italy,2026,THE,1012,35.2385
University of Angers,France,2026,THE,1013,35.2365
University of Girona,Spain,2026,THE,1014,35.1665
Zagazig University,Egypt,2026,THE,1015,35.147
PMAS Arid Agriculture University Rawalpindi,Pakistan,2026,THE,1016,35.115
Universiti Malaysia Terengganu (UMT),Malaysia,2026,THE,1017,35.1089999999999
ITMO University,Russian Federation,2026,THE,1018,35.1055
Islamic University of Madinah,Saudi Arabia,2026,THE,1019,35.102
"Arab Academy for Science, Technology and Maritime Transport",Egypt,2026,THE,1020,35.0975
Hamadan University of Medical Sciences (UMSHA),Iran,2026,THE,1021,35.0655
Kyoto Prefectural University of Medicine,Japan,2026,THE,1022,35.0599999999999
University of Hyderabad,India,2026,THE,1023,35.048
Indian Institute of Technology Gandhinagar,India,2026,THE,1024,35.0445
Okayama University,Japan,2026,THE,1025,35.0304999999999
GLA University,India,2026,THE,1026,35.018
University of Memphis,United States,2026,THE,1027,34.9995
Covenant University,Nigeria,2026,THE,1028,34.9875
University of Kashan,Iran,2026,THE,1029,34.951
"University of the Andes, Colombia",Colombia,2026,THE,1030,34.934
University of Zaragoza,Spain,2026,THE,1031,34.9115
Bangladesh University of Engineering and Technology,Bangladesh,2026,THE,1032,34.891
University of Rajshahi,Bangladesh,2026,THE,1033,34.8724999999999
UniversitÃ© Bourgogne Europe,France,2026,THE,1034,34.8565
Universidade Federal de Santa Catarina,Brazil,2026,THE,1035,34.8394999999999
Yokohama City University,Japan,2026,THE,1036,34.8184999999999
University of Kurdistan,Iran,2026,THE,1037,34.8155
Riphah International University,Pakistan,2026,THE,1038,34.8055
ZHAW Zurich University of Applied Sciences,Switzerland,2026,THE,1039,34.8049999999999
University of Savoie Mont Blanc,France,2026,THE,1040,34.7965
Institute for Advanced Studies in Basic Sciences (IASBS),Iran,2026,THE,1041,34.795
Tokyo Medical University,Japan,2026,THE,1042,34.7705
University of Ghana,Ghana,2026,THE,1043,34.7575
University of Sannio,Italy,2026,THE,1044,34.7295
University of Murcia,Spain,2026,THE,1045,34.6795
Chiang Mai University,Thailand,2026,THE,1046,34.6645
Cochin University of Science and Technology,India,2026,THE,1047,34.6615
University of Texas at El Paso,United States,2026,THE,1048,34.6284999999999
Lakehead University,Canada,2026,THE,1049,34.6255
SRM Institute of Science and Technology,India,2026,THE,1050,34.616
Jashore University of Science and Technology,Bangladesh,2026,THE,1051,34.605
Tallinn University,Estonia,2026,THE,1052,34.5849999999999
Ming Chi University of Technology,Taiwan,2026,THE,1053,34.5445
TU Bergakademie Freiberg,Germany,2026,THE,1054,34.5425
Chiba University,Japan,2026,THE,1055,34.54
Florida Institute of Technology,United States,2026,THE,1055,34.54
The University of Haripur,Pakistan,2026,THE,1057,34.5329999999999
University of Chile,Chile,2026,THE,1058,34.5295
PalackÃ½ University Olomouc,Czechia,2026,THE,1059,34.4535
University of Camerino (Unicam),Italy,2026,THE,1060,34.441
Technische UniversitÃ¤t Ilmenau,Germany,2026,THE,1061,34.44
BRAC University,Bangladesh,2026,THE,1062,34.4115
University of Algarve,Portugal,2026,THE,1063,34.319
University of Lancashire,United Kingdom,2026,THE,1064,34.3055
Shantou University,China,2026,THE,1065,34.28
University of Bucharest,Romania,2026,THE,1066,34.2785
"University of Technology, Iraq",Iraq,2026,THE,1067,34.254
Florida Agricultural and Mechanical University,United States,2026,THE,1068,34.253
University of Belgrade,Serbia,2026,THE,1069,34.25
Ateneo de Manila University,Philippines,2026,THE,1070,34.245
Jaume I University,Spain,2026,THE,1071,34.2429999999999
European University of Madrid,Spain,2026,THE,1072,34.2285
GdaÅ„sk University of Technology,Poland,2026,THE,1073,34.198
Indian Institute of Technology Mandi,India,2026,THE,1074,34.1539999999999
CY Cergy Paris University,France,2026,THE,1075,34.1509999999999
University of East London,United Kingdom,2026,THE,1076,34.0995
Shanghai Normal University,China,2026,THE,1077,34.098
Kaunas University of Technology,Lithuania,2026,THE,1078,34.0819999999999
Universidad Peruana Cayetano Heredia,Peru,2026,THE,1079,34.0635
Universiti Sultan Zainal Abidin,Malaysia,2026,THE,1080,34.0614999999999
Shaqra University,Saudi Arabia,2026,THE,1081,34.0595
University of Oviedo,Spain,2026,THE,1082,34.0575
Hangzhou Normal University,China,2026,THE,1083,34.0539999999999
Technical University of Madrid,Spain,2026,THE,1084,34.043
University of Alicante,Spain,2026,THE,1085,34.0315
University of Seoul,South Korea,2026,THE,1086,34.015
Kumamoto University,Japan,2026,THE,1087,33.9539999999999
Tashkent State Technical University,Uzbekistan,2026,THE,1088,33.938
Chungnam National University,South Korea,2026,THE,1089,33.9375
University of la Costa,Colombia,2026,THE,1090,33.9255
Ä°stinye University,Turkey,2026,THE,1091,33.9124999999999
Edge Hill University,United Kingdom,2026,THE,1092,33.866
Jaypee University of Information Technology,India,2026,THE,1093,33.8535
University of the Aegean,Greece,2026,THE,1094,33.8494999999999
University of Bedfordshire,United Kingdom,2026,THE,1095,33.808
Beni-Suef University,Egypt,2026,THE,1096,33.79
Taiz University,Yemen,2026,THE,1097,33.781
Khulna University of Engineering and Technology (KUET),Bangladesh,2026,THE,1098,33.758
University of Okara,Pakistan,2026,THE,1099,33.7339999999999
University of Latvia,Latvia,2026,THE,1100,33.7089999999999
"National Institute of Technology, Raipur",India,2026,THE,1101,33.7
University of Gloucestershire,United Kingdom,2026,THE,1102,33.6845
University of Clermont Auvergne,France,2026,THE,1103,33.629
University of Castilla-La Mancha,Spain,2026,THE,1104,33.626
